timestamp,connectionCount,pendingMessageCount,pendingMessageSize,inboundMessageCount,outboundMessageCount,outboundMessageRate,inboundMessageRate,producerCount,consumerCount,topicCount,queueCount,largeDestCount,msgMem,asyncDBSize,diskWriteRate,sessionCount,diskReadRate,syncDBSize,durableCount,outboundBytesRate,diskWriteOperationsRate,adminConnectionCount,clientConnectionCount,inboundBytesRate,routeRecoverCount,diskReadOperationsRate,msgMemPooled,RespTime
Tue Feb 18 22:20:38 621 CET 2020,4,4,462,489,483,0,0,4,4,9,9,-1,29259,12288,0,5,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:21:08 624 CET 2020,4,4,462,492,486,0,0,4,4,9,9,-1,29259,12288,0,5,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 22:21:38 627 CET 2020,4,4,462,495,489,0,0,4,4,9,9,-1,29259,12288,0,5,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:22:08 630 CET 2020,4,4,462,498,492,0,0,4,4,9,9,-1,29259,12288,0,5,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:22:38 634 CET 2020,4,4,462,501,495,0,0,4,4,9,9,-1,29259,12288,0,5,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:23:08 637 CET 2020,4,4,462,504,498,0,0,4,4,9,9,-1,29259,12288,0,5,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 22:23:38 640 CET 2020,4,4,462,507,501,0,0,4,4,9,9,-1,29259,12288,0,5,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:24:08 644 CET 2020,4,4,462,510,504,0,0,4,4,9,9,-1,29259,12288,0,5,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:24:38 647 CET 2020,4,4,462,513,507,0,0,4,4,9,9,-1,29259,12288,0,5,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:25:08 650 CET 2020,4,4,462,516,510,0,0,4,4,9,9,-1,29259,12288,0,5,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:25:38 653 CET 2020,4,4,462,519,513,0,0,4,4,9,9,-1,29259,12288,0,5,0,2048,0,0,0,2,2,0,0,0,53248,0
Tue Feb 18 22:26:08 655 CET 2020,4,4,462,522,516,0,0,4,4,9,9,-1,29259,12288,0,5,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 22:26:38 659 CET 2020,4,4,462,525,519,0,0,4,4,9,9,-1,29259,12288,0,5,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:27:08 662 CET 2020,4,4,462,528,522,0,0,4,4,9,9,-1,29259,12288,0,5,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:27:38 666 CET 2020,4,4,462,531,525,0,0,4,4,9,9,-1,29259,12288,0,5,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:28:08 682 CET 2020,4,5,578,535,528,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,14
Tue Feb 18 22:28:38 685 CET 2020,4,5,578,538,531,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:29:08 687 CET 2020,4,5,578,541,534,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,0
Tue Feb 18 22:29:38 689 CET 2020,4,5,578,544,537,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,0
Tue Feb 18 22:30:08 691 CET 2020,4,5,578,547,540,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,0
Tue Feb 18 22:30:38 694 CET 2020,4,5,578,550,543,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:31:08 696 CET 2020,4,5,578,553,546,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:31:38 715 CET 2020,4,5,578,556,549,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,0
Tue Feb 18 22:32:08 716 CET 2020,4,5,578,559,552,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,0
Tue Feb 18 22:32:38 719 CET 2020,4,5,578,562,555,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:33:08 723 CET 2020,4,5,578,565,558,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:33:38 726 CET 2020,4,5,578,568,561,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 22:34:08 729 CET 2020,4,5,578,571,564,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 22:34:38 733 CET 2020,4,5,578,574,567,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:35:08 736 CET 2020,4,5,578,577,570,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:35:38 739 CET 2020,4,5,578,580,573,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:36:08 742 CET 2020,4,5,578,583,576,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:36:38 746 CET 2020,4,5,578,586,579,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:37:08 750 CET 2020,4,5,578,589,582,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:37:38 754 CET 2020,4,5,578,592,585,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:38:08 756 CET 2020,4,5,578,595,588,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,0
Tue Feb 18 22:38:38 773 CET 2020,4,5,578,598,591,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,16
Tue Feb 18 22:39:06 906 CET 2020,4,5,578,601,594,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,0
Tue Feb 18 22:39:36 907 CET 2020,4,5,578,604,597,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,0
Tue Feb 18 22:40:06 908 CET 2020,4,5,578,607,600,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,0
Tue Feb 18 22:40:36 911 CET 2020,4,5,578,610,603,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 22:41:06 914 CET 2020,4,5,578,613,606,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 22:41:36 947 CET 2020,4,5,578,616,609,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,31
Tue Feb 18 22:42:06 950 CET 2020,4,5,578,619,612,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 22:42:36 953 CET 2020,4,5,578,622,615,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:43:06 956 CET 2020,4,5,578,625,618,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:43:36 959 CET 2020,4,5,578,628,621,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,0
Tue Feb 18 22:44:06 961 CET 2020,4,5,578,631,624,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,0
Tue Feb 18 22:44:36 963 CET 2020,4,5,578,634,627,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:45:06 966 CET 2020,4,5,578,637,630,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:45:36 970 CET 2020,4,5,578,640,633,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:46:06 974 CET 2020,4,5,578,643,636,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:46:36 978 CET 2020,4,5,578,646,639,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:47:06 981 CET 2020,4,5,578,649,642,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:47:36 984 CET 2020,4,5,578,652,645,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:48:06 988 CET 2020,4,5,578,655,648,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 22:48:36 991 CET 2020,4,5,578,658,651,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,0
Tue Feb 18 22:49:06 993 CET 2020,4,5,578,661,654,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:49:36 996 CET 2020,4,5,578,664,657,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:50:06 999 CET 2020,4,5,578,667,660,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:50:37 002 CET 2020,4,5,578,670,663,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:51:07 005 CET 2020,4,5,578,673,666,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:51:37 008 CET 2020,4,5,578,676,669,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:52:07 011 CET 2020,4,5,578,679,672,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:52:37 013 CET 2020,4,5,578,682,675,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:53:07 016 CET 2020,4,5,578,685,678,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 22:53:37 019 CET 2020,4,5,578,688,681,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 22:54:07 023 CET 2020,4,5,578,691,684,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 22:54:37 026 CET 2020,4,5,578,694,687,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:55:07 030 CET 2020,4,5,578,697,690,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:55:37 033 CET 2020,4,5,578,700,693,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:56:07 037 CET 2020,4,5,578,703,696,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:56:37 038 CET 2020,4,5,578,706,699,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:57:07 039 CET 2020,4,5,578,709,702,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:57:37 042 CET 2020,4,5,578,712,705,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:58:07 046 CET 2020,4,5,578,715,708,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:58:37 050 CET 2020,4,5,578,718,711,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 22:59:07 053 CET 2020,4,5,578,721,714,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 22:59:37 056 CET 2020,4,5,578,724,717,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:00:07 060 CET 2020,4,5,578,727,720,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:00:37 064 CET 2020,4,5,578,730,723,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 23:01:07 067 CET 2020,4,5,578,733,726,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,0
Tue Feb 18 23:01:37 069 CET 2020,4,5,578,736,729,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:02:07 072 CET 2020,4,5,578,739,732,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,0
Tue Feb 18 23:02:37 074 CET 2020,4,5,578,742,735,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:03:07 077 CET 2020,4,5,578,745,738,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:03:37 081 CET 2020,4,5,578,748,741,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:04:07 084 CET 2020,4,5,578,751,744,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:04:37 088 CET 2020,4,5,578,754,747,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:05:07 091 CET 2020,4,5,578,757,750,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:05:37 095 CET 2020,4,5,578,760,753,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:06:07 099 CET 2020,4,5,578,763,756,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:06:37 102 CET 2020,4,5,578,766,759,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:07:07 106 CET 2020,4,5,578,769,762,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 23:07:37 109 CET 2020,4,5,578,772,765,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:08:07 113 CET 2020,4,5,578,775,768,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:08:37 116 CET 2020,4,5,578,778,771,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:09:07 119 CET 2020,4,5,578,781,774,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:09:37 121 CET 2020,4,5,578,784,777,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,0
Tue Feb 18 23:10:07 124 CET 2020,4,5,578,787,780,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:10:37 127 CET 2020,4,5,578,790,783,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:11:07 130 CET 2020,4,5,578,793,786,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 23:11:37 134 CET 2020,4,5,578,796,789,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:12:07 137 CET 2020,4,5,578,799,792,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 23:12:37 140 CET 2020,4,5,578,802,795,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:13:07 150 CET 2020,4,5,578,805,798,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 23:13:37 153 CET 2020,4,5,578,808,801,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 23:14:07 157 CET 2020,4,5,578,811,804,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 23:14:37 160 CET 2020,4,5,578,814,807,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:15:07 164 CET 2020,4,5,578,817,810,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:15:37 167 CET 2020,4,5,578,820,813,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:16:07 171 CET 2020,4,5,578,823,816,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:16:37 174 CET 2020,4,5,578,826,819,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:17:07 177 CET 2020,4,5,578,829,822,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:17:37 181 CET 2020,4,5,578,832,825,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:18:07 184 CET 2020,4,5,578,835,828,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:18:37 187 CET 2020,4,5,578,838,831,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:19:07 190 CET 2020,4,5,578,841,834,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:19:37 193 CET 2020,4,5,578,844,837,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:20:07 196 CET 2020,4,5,578,847,840,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:20:37 199 CET 2020,4,5,578,850,843,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:21:07 203 CET 2020,4,5,578,853,846,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 23:21:37 208 CET 2020,4,5,578,856,849,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 23:22:07 210 CET 2020,4,5,578,859,852,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:22:37 213 CET 2020,4,5,578,862,855,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:23:07 216 CET 2020,4,5,578,865,858,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:23:37 219 CET 2020,4,5,578,868,861,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:24:07 223 CET 2020,4,5,578,871,864,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:24:37 226 CET 2020,4,5,578,874,867,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:25:07 230 CET 2020,4,5,578,877,870,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:25:37 234 CET 2020,4,5,578,880,873,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:26:07 238 CET 2020,4,5,578,883,876,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:26:37 241 CET 2020,4,5,578,886,879,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:27:07 245 CET 2020,4,5,578,889,882,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:27:37 249 CET 2020,4,5,578,892,885,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:28:07 252 CET 2020,4,5,578,895,888,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:28:37 255 CET 2020,4,5,578,898,891,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:29:07 259 CET 2020,4,5,578,901,894,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,2
Tue Feb 18 23:29:37 261 CET 2020,4,5,578,904,897,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:30:07 265 CET 2020,4,5,578,907,900,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:30:37 268 CET 2020,4,5,578,910,903,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:31:07 272 CET 2020,4,5,578,913,906,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:31:37 275 CET 2020,4,5,578,916,909,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:32:07 278 CET 2020,4,5,578,919,912,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:32:37 280 CET 2020,4,5,578,922,915,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:33:07 284 CET 2020,4,5,578,925,918,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:33:37 287 CET 2020,4,5,578,928,921,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
Tue Feb 18 23:34:07 289 CET 2020,4,5,578,931,924,0,0,5,4,9,9,-1,29587,12288,0,6,0,2048,0,0,0,2,2,0,0,0,53248,1
