timestamp,topicCount,consumerCount,queueCount,producerCount,sessionCount,connectionCount,durableCount,msgMem,diskReadRate,diskWriteRate,syncDBSize,asyncDBSize,pendingMessageCount,pendingMessageSize,outboundMessageCount,inboundMessageCount,inboundMessageRate,outboundMessageRate,routeRecoverCount,diskReadOperationsRate,outboundBytesRate,diskWriteOperationsRate,inboundBytesRate,msgMemPooled,RespTime
Wed Feb 21 16:29:50 482 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2352,2353,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:30:20 492 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2354,2355,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:30:50 506 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2356,2357,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:31:20 512 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2358,2359,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:31:50 526 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2360,2361,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:32:20 535 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2362,2363,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:32:50 547 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2364,2365,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:33:20 558 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2366,2367,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:33:50 569 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2368,2369,0,0,0,0,0,0,0,53248,0
Wed Feb 21 16:34:20 580 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2370,2371,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:34:50 592 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2372,2373,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:35:20 603 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2374,2375,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:35:50 611 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2376,2377,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:36:20 615 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2378,2379,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:36:50 633 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2380,2381,0,0,0,0,0,0,0,53248,2
Wed Feb 21 16:37:20 640 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2382,2383,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:37:50 648 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2384,2385,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:38:20 658 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2386,2387,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:38:50 667 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2388,2389,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:39:20 678 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2390,2391,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:39:50 688 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2392,2393,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:40:20 696 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2394,2395,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:40:50 704 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2396,2397,0,0,0,0,0,0,0,53248,0
Wed Feb 21 16:41:20 718 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2398,2399,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:41:50 734 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2400,2401,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:42:20 746 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2402,2403,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:42:50 756 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2404,2405,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:43:20 768 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2406,2407,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:43:50 780 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2408,2409,0,0,0,0,0,0,0,53248,2
Wed Feb 21 16:44:20 793 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2410,2411,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:44:50 797 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2412,2413,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:45:20 813 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2414,2415,0,0,0,0,0,0,0,53248,0
Wed Feb 21 16:45:50 816 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2416,2417,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:46:20 832 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2418,2419,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:46:50 844 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2420,2421,0,0,0,0,0,0,0,53248,0
Wed Feb 21 16:47:20 851 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2422,2423,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:47:50 856 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2424,2425,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:48:20 864 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2426,2427,0,0,0,0,0,0,0,53248,0
Wed Feb 21 16:48:50 869 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2428,2429,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:49:20 885 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2430,2431,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:49:50 895 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2432,2433,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:50:20 904 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2434,2435,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:50:50 915 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2436,2437,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:51:20 926 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2438,2439,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:51:50 935 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2440,2441,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:52:20 949 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2442,2443,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:52:50 958 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2444,2445,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:53:20 977 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2446,2447,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:53:50 988 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2448,2449,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:54:21 003 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2450,2451,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:54:51 012 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2452,2453,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:55:21 024 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2454,2455,0,0,0,0,0,0,0,53248,0
Wed Feb 21 16:55:51 035 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2456,2457,0,0,0,0,0,0,0,53248,0
Wed Feb 21 16:56:21 049 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2458,2459,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:56:51 063 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2460,2461,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:57:21 069 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2462,2463,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:57:51 083 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2464,2465,0,0,0,0,0,0,0,53248,0
Wed Feb 21 16:58:21 099 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2466,2467,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:58:51 107 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2468,2469,0,0,0,0,0,0,0,53248,1
Wed Feb 21 16:59:21 115 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2470,2471,0,0,0,0,0,0,0,53248,2
Wed Feb 21 16:59:51 121 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2472,2473,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:00:21 131 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2474,2475,0,0,0,0,0,0,0,53248,2
Wed Feb 21 17:00:51 148 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2476,2477,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:01:21 158 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2478,2479,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:01:51 161 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2480,2481,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:02:21 171 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2482,2483,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:02:51 175 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2484,2485,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:03:21 179 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2486,2487,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:03:51 187 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2488,2489,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:04:21 190 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2490,2491,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:04:51 198 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2492,2493,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:05:21 201 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2494,2495,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:05:51 210 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2496,2497,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:06:21 215 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2498,2499,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:06:51 220 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2500,2501,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:07:21 226 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2502,2503,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:07:51 237 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2504,2505,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:08:21 249 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2506,2507,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:08:51 258 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2508,2509,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:09:21 274 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2510,2511,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:09:51 283 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2512,2513,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:10:21 299 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2514,2515,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:10:51 304 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2516,2517,0,0,0,0,0,0,0,53248,2
Wed Feb 21 17:11:21 312 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2518,2519,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:11:51 325 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2520,2521,0,0,0,0,0,0,0,53248,2
Wed Feb 21 17:12:21 341 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2522,2523,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:12:51 346 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2524,2525,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:13:21 355 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2526,2527,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:13:51 361 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2528,2529,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:14:21 369 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2530,2531,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:14:51 377 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2532,2533,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:15:21 392 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2534,2535,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:15:51 402 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2536,2537,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:16:21 419 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2538,2539,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:16:51 424 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2540,2541,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:17:21 432 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2542,2543,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:17:51 438 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2544,2545,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:18:21 443 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2546,2547,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:18:51 454 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2548,2549,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:19:21 467 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2550,2551,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:19:51 484 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2552,2553,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:20:21 486 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2554,2555,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:20:51 499 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2556,2557,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:21:21 504 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2558,2559,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:21:51 511 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2560,2561,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:22:21 517 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2562,2563,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:22:51 529 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2564,2565,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:23:21 534 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2566,2567,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:23:51 540 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2568,2569,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:24:21 547 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2570,2571,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:24:51 553 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2572,2573,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:25:21 568 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2574,2575,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:25:51 576 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2576,2577,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:26:21 584 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2578,2579,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:26:51 589 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2580,2581,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:27:21 593 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2582,2583,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:27:51 596 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2584,2585,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:28:21 607 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2586,2587,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:28:51 614 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2588,2589,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:29:21 631 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2590,2591,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:29:51 633 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2592,2593,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:30:21 638 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2594,2595,0,0,0,0,0,0,0,53248,2
Wed Feb 21 17:30:51 652 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2596,2597,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:31:21 659 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2598,2599,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:31:51 664 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2600,2601,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:32:21 676 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2602,2603,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:32:51 681 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2604,2605,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:33:21 696 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2606,2607,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:33:51 700 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2608,2609,0,0,0,0,0,0,0,53248,2
Wed Feb 21 17:34:21 713 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2610,2611,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:34:51 718 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2612,2613,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:35:21 726 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2614,2615,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:35:51 742 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2616,2617,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:36:21 749 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2618,2619,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:36:51 762 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2620,2621,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:37:21 772 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2622,2623,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:37:51 777 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2624,2625,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:38:21 792 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2626,2627,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:38:51 807 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2628,2629,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:39:21 822 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2630,2631,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:39:51 837 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2632,2633,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:40:21 846 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2634,2635,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:40:51 850 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2636,2637,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:41:21 856 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2638,2639,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:41:51 868 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2640,2641,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:42:21 876 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2642,2643,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:42:51 888 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2644,2645,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:43:21 895 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2646,2647,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:43:51 902 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2648,2649,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:44:21 909 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2650,2651,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:44:51 915 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2652,2653,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:45:21 930 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2654,2655,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:45:51 943 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2656,2657,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:46:21 955 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2658,2659,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:46:51 966 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2660,2661,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:47:21 976 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2662,2663,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:47:51 981 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2664,2665,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:48:21 990 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2666,2667,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:48:52 007 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2668,2669,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:49:22 015 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2670,2671,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:49:52 023 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2672,2673,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:50:22 038 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2674,2675,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:50:52 050 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2676,2677,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:51:22 057 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2678,2679,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:51:52 068 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2680,2681,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:52:22 072 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2682,2683,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:52:52 087 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2684,2685,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:53:22 098 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2686,2687,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:53:52 112 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2688,2689,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:54:22 123 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2690,2691,0,0,0,0,0,0,0,53248,0
Wed Feb 21 17:54:52 126 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2692,2693,0,0,0,0,0,0,0,53248,1
Wed Feb 21 17:55:22 131 CST 2024,8,3,8,1,2,2,3,19493,0,0,1536,36352,6,6574,2694,2695,0,0,0,0,0,0,0,53248,0
