timestamp,topicCount,producerCount,consumerCount,queueCount,inboundMessageCount,pendingMessageCount,pendingMessageSize,outboundMessageCount,outboundMessageRate,inboundMessageRate,sessionCount,connectionCount,msgMem,syncDBSize,durableCount,asyncDBSize,diskReadRate,diskWriteRate,diskReadOperationsRate,routeRecoverCount,inboundBytesRate,outboundBytesRate,diskWriteOperationsRate,msgMemPooled,RespTime
Wed Feb 14 10:15:14 962 CST 2024,5,1,1,8,4,0,0,3,2,2,1,1,12531,2048,0,3584,0,0,0,0,507,3365,0,53248,1
Wed Feb 14 10:15:45 021 CST 2024,7,1,3,8,6,0,0,5,0,0,2,2,17195,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:16:15 050 CST 2024,7,1,3,8,11,0,0,10,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:16:45 065 CST 2024,7,1,3,8,13,0,0,12,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:17:15 071 CST 2024,7,1,3,8,15,0,0,14,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:17:46 534 CST 2024,7,1,3,8,17,0,0,16,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1453
Wed Feb 14 10:18:16 552 CST 2024,7,1,3,8,18,0,0,17,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:18:46 566 CST 2024,7,1,3,8,20,0,0,19,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,3
Wed Feb 14 10:19:16 572 CST 2024,7,1,3,8,22,0,0,21,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:19:46 577 CST 2024,7,1,3,8,24,0,0,23,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:20:16 588 CST 2024,7,1,3,8,26,0,0,25,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:20:46 599 CST 2024,7,1,3,8,28,0,0,27,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,4
Wed Feb 14 10:21:16 606 CST 2024,7,1,3,8,30,0,0,29,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:21:46 614 CST 2024,7,1,3,8,32,0,0,31,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,4
Wed Feb 14 10:22:16 621 CST 2024,7,1,3,8,34,0,0,33,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:22:46 634 CST 2024,7,1,3,8,36,0,0,35,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:23:16 642 CST 2024,7,1,3,8,38,0,0,37,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:23:46 653 CST 2024,7,1,3,8,40,0,0,39,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:24:16 664 CST 2024,7,1,3,8,42,0,0,41,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:24:46 668 CST 2024,7,1,3,8,44,0,0,43,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:25:16 684 CST 2024,7,1,3,8,46,0,0,45,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:25:46 696 CST 2024,7,1,3,8,48,0,0,47,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 10:26:16 713 CST 2024,7,1,3,8,50,0,0,49,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 10:26:46 724 CST 2024,7,1,3,8,52,0,0,51,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 10:27:16 743 CST 2024,7,1,3,8,54,0,0,53,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:27:46 755 CST 2024,7,1,3,8,56,0,0,55,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:28:16 773 CST 2024,7,1,3,8,58,0,0,57,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 10:28:46 778 CST 2024,7,1,3,8,60,0,0,59,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:29:16 785 CST 2024,7,1,3,8,62,0,0,61,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:29:46 796 CST 2024,7,1,3,8,64,0,0,63,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:30:16 809 CST 2024,7,1,3,8,66,0,0,65,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:30:46 823 CST 2024,7,1,3,8,68,0,0,67,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:31:16 838 CST 2024,7,1,3,8,70,0,0,69,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,4
Wed Feb 14 10:31:46 854 CST 2024,7,1,3,8,72,0,0,71,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,5
Wed Feb 14 10:32:16 877 CST 2024,7,1,3,8,74,0,0,73,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,4
Wed Feb 14 10:32:46 889 CST 2024,7,1,3,8,76,0,0,75,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 10:33:16 913 CST 2024,7,1,3,8,78,0,0,77,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:33:46 934 CST 2024,7,1,3,8,80,0,0,79,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,5
Wed Feb 14 10:34:16 949 CST 2024,7,1,3,8,82,0,0,81,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:34:46 969 CST 2024,7,1,3,8,84,0,0,83,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,5
Wed Feb 14 10:35:16 985 CST 2024,7,1,3,8,86,0,0,85,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 10:35:47 009 CST 2024,7,1,3,8,88,0,0,87,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,4
Wed Feb 14 10:36:17 032 CST 2024,7,1,3,8,90,0,0,89,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:36:47 049 CST 2024,7,1,3,8,92,0,0,91,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:37:17 059 CST 2024,7,1,3,8,94,0,0,93,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:37:47 068 CST 2024,7,1,3,8,96,0,0,95,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:38:17 080 CST 2024,7,1,3,8,98,0,0,97,0,0,2,2,17196,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:38:47 099 CST 2024,7,1,3,8,100,0,0,99,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:39:17 112 CST 2024,7,1,3,8,102,0,0,101,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 10:39:47 145 CST 2024,7,1,3,8,104,0,0,103,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,4
Wed Feb 14 10:40:17 170 CST 2024,7,1,3,8,106,0,0,105,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,3
Wed Feb 14 10:40:47 192 CST 2024,7,1,3,8,108,0,0,107,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 10:41:17 212 CST 2024,7,1,3,8,110,0,0,109,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:41:47 224 CST 2024,7,1,3,8,112,0,0,111,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,3
Wed Feb 14 10:42:17 246 CST 2024,7,1,3,8,114,0,0,113,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:42:47 266 CST 2024,7,1,3,8,116,0,0,115,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,3
Wed Feb 14 10:43:17 278 CST 2024,7,1,3,8,118,0,0,117,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:43:47 304 CST 2024,7,1,3,8,120,0,0,119,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,5
Wed Feb 14 10:44:17 321 CST 2024,7,1,3,8,122,0,0,121,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:44:47 345 CST 2024,7,1,3,8,124,0,0,123,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,5
Wed Feb 14 10:45:17 382 CST 2024,7,1,3,8,126,0,0,125,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,11
Wed Feb 14 10:45:47 393 CST 2024,7,1,3,8,128,0,0,127,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 10:46:17 413 CST 2024,7,1,3,8,130,0,0,129,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,3
Wed Feb 14 10:46:47 431 CST 2024,7,1,3,8,132,0,0,131,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:47:17 459 CST 2024,7,1,3,8,134,0,0,133,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,6
Wed Feb 14 10:47:47 481 CST 2024,7,1,3,8,136,0,0,135,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 10:48:17 497 CST 2024,7,1,3,8,138,0,0,137,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:48:47 512 CST 2024,7,1,3,8,140,0,0,139,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:49:17 529 CST 2024,7,1,3,8,142,0,0,141,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:49:47 545 CST 2024,7,1,3,8,144,0,0,143,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:50:17 568 CST 2024,7,1,3,8,146,0,0,145,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,4
Wed Feb 14 10:50:47 592 CST 2024,7,1,3,8,148,0,0,147,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,4
Wed Feb 14 10:51:17 616 CST 2024,7,1,3,8,150,0,0,149,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,5
Wed Feb 14 10:51:47 627 CST 2024,7,1,3,8,152,0,0,151,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,3
Wed Feb 14 10:52:17 639 CST 2024,7,1,3,8,154,0,0,153,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 10:52:47 649 CST 2024,7,1,3,8,156,0,0,155,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 10:53:17 657 CST 2024,7,1,3,8,158,0,0,157,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:53:47 680 CST 2024,7,1,3,8,160,0,0,159,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,5
Wed Feb 14 10:54:17 702 CST 2024,7,1,3,8,162,0,0,161,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 10:54:47 712 CST 2024,7,1,3,8,164,0,0,163,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:55:17 719 CST 2024,7,1,3,8,166,0,0,165,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:55:47 734 CST 2024,7,1,3,8,168,0,0,167,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 10:56:17 745 CST 2024,7,1,3,8,170,0,0,169,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:56:47 762 CST 2024,7,1,3,8,172,0,0,171,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 10:57:17 780 CST 2024,7,1,3,8,174,0,0,173,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:57:47 787 CST 2024,7,1,3,8,176,0,0,175,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:58:17 810 CST 2024,7,1,3,8,178,0,0,177,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 10:58:47 822 CST 2024,7,1,3,8,180,0,0,179,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:59:17 837 CST 2024,7,1,3,8,182,0,0,181,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 10:59:47 847 CST 2024,7,1,3,8,184,0,0,183,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:00:17 855 CST 2024,7,1,3,8,186,0,0,185,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:00:47 882 CST 2024,7,1,3,8,188,0,0,187,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,7
Wed Feb 14 11:01:17 908 CST 2024,7,1,3,8,190,0,0,189,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,6
Wed Feb 14 11:01:47 928 CST 2024,7,1,3,8,192,0,0,191,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:02:17 941 CST 2024,7,1,3,8,194,0,0,193,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:02:47 948 CST 2024,7,1,3,8,196,0,0,195,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:03:17 960 CST 2024,7,1,3,8,198,0,0,197,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,3
Wed Feb 14 11:03:47 969 CST 2024,7,1,3,8,200,0,0,199,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:04:17 989 CST 2024,7,1,3,8,202,0,0,201,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:04:48 009 CST 2024,7,1,3,8,204,0,0,203,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:05:18 029 CST 2024,7,1,3,8,206,0,0,205,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:05:48 044 CST 2024,7,1,3,8,208,0,0,207,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:06:18 049 CST 2024,7,1,3,8,210,0,0,209,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:06:48 057 CST 2024,7,1,3,8,212,0,0,211,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,0
Wed Feb 14 11:07:18 074 CST 2024,7,1,3,8,214,0,0,213,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:07:48 082 CST 2024,7,1,3,8,216,0,0,215,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:08:18 096 CST 2024,7,1,3,8,218,0,0,217,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:08:48 116 CST 2024,7,1,3,8,220,0,0,219,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:09:18 130 CST 2024,7,1,3,8,222,0,0,221,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:09:48 142 CST 2024,7,1,3,8,224,0,0,223,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,5
Wed Feb 14 11:10:18 153 CST 2024,7,1,3,8,226,0,0,225,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:10:48 165 CST 2024,7,1,3,8,228,0,0,227,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:11:18 180 CST 2024,7,1,3,8,230,0,0,229,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:11:48 198 CST 2024,7,1,3,8,232,0,0,231,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,3
Wed Feb 14 11:12:18 204 CST 2024,7,1,3,8,234,0,0,233,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:12:48 219 CST 2024,7,1,3,8,236,0,0,235,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:13:18 235 CST 2024,7,1,3,8,238,0,0,237,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:13:48 252 CST 2024,7,1,3,8,240,0,0,239,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:14:18 264 CST 2024,7,1,3,8,242,0,0,241,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:14:48 277 CST 2024,7,1,3,8,244,0,0,243,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:15:18 286 CST 2024,7,1,3,8,246,0,0,245,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:15:48 294 CST 2024,7,1,3,8,248,0,0,247,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:16:18 300 CST 2024,7,1,3,8,250,0,0,249,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:16:48 321 CST 2024,7,1,3,8,252,0,0,251,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,3
Wed Feb 14 11:17:18 340 CST 2024,7,1,3,8,254,0,0,253,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:17:48 351 CST 2024,7,1,3,8,256,0,0,255,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,4
Wed Feb 14 11:18:18 370 CST 2024,7,1,3,8,258,0,0,257,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:18:48 388 CST 2024,7,1,3,8,260,0,0,259,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,3
Wed Feb 14 11:19:18 421 CST 2024,7,1,3,8,262,0,0,261,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,0
Wed Feb 14 11:19:48 436 CST 2024,7,1,3,8,264,0,0,263,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:20:18 455 CST 2024,7,1,3,8,266,0,0,265,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:20:48 471 CST 2024,7,1,3,8,268,0,0,267,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,0
Wed Feb 14 11:21:18 477 CST 2024,7,1,3,8,270,0,0,269,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:21:48 487 CST 2024,7,1,3,8,272,0,0,271,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:22:18 505 CST 2024,7,1,3,8,274,0,0,273,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:22:48 521 CST 2024,7,1,3,8,276,0,0,275,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:23:18 542 CST 2024,7,1,3,8,278,0,0,277,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,3
Wed Feb 14 11:23:48 560 CST 2024,7,1,3,8,280,0,0,279,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:24:18 570 CST 2024,7,1,3,8,282,0,0,281,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:24:48 583 CST 2024,7,1,3,8,284,0,0,283,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,5
Wed Feb 14 11:25:18 601 CST 2024,7,1,3,8,286,0,0,285,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:25:48 617 CST 2024,7,1,3,8,288,0,0,287,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,3
Wed Feb 14 11:26:18 632 CST 2024,7,1,3,8,290,0,0,289,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:26:48 651 CST 2024,7,1,3,8,292,0,0,291,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,0
Wed Feb 14 11:27:18 664 CST 2024,7,1,3,8,294,0,0,293,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:27:48 679 CST 2024,7,1,3,8,296,0,0,295,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:28:18 686 CST 2024,7,1,3,8,298,0,0,297,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:28:48 703 CST 2024,7,1,3,8,300,0,0,299,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:29:18 721 CST 2024,7,1,3,8,302,0,0,301,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:29:48 736 CST 2024,7,1,3,8,304,0,0,303,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:30:18 752 CST 2024,7,1,3,8,306,0,0,305,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:30:48 764 CST 2024,7,1,3,8,308,0,0,307,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,0
Wed Feb 14 11:31:18 777 CST 2024,7,1,3,8,310,0,0,309,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:31:48 797 CST 2024,7,1,3,8,312,0,0,311,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,3
Wed Feb 14 11:32:18 810 CST 2024,7,1,3,8,314,0,0,313,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:32:48 822 CST 2024,7,1,3,8,316,0,0,315,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:33:18 843 CST 2024,7,1,3,8,318,0,0,317,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:33:48 862 CST 2024,7,1,3,8,320,0,0,319,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:34:18 879 CST 2024,7,1,3,8,322,0,0,321,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:34:48 898 CST 2024,7,1,3,8,324,0,0,323,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:35:18 904 CST 2024,7,1,3,8,326,0,0,325,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:35:48 919 CST 2024,7,1,3,8,328,0,0,327,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:36:18 934 CST 2024,7,1,3,8,330,0,0,329,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:36:48 951 CST 2024,7,1,3,8,332,0,0,331,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:37:18 962 CST 2024,7,1,3,8,334,0,0,333,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:37:48 976 CST 2024,7,1,3,8,336,0,0,335,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:38:18 993 CST 2024,7,1,3,8,338,0,0,337,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:38:49 010 CST 2024,7,1,3,8,340,0,0,339,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:39:19 025 CST 2024,7,1,3,8,342,0,0,341,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:39:49 033 CST 2024,7,1,3,8,344,0,0,343,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,3
Wed Feb 14 11:40:19 038 CST 2024,7,1,3,8,346,0,0,345,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:40:49 050 CST 2024,7,1,3,8,348,0,0,347,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,2
Wed Feb 14 11:41:19 058 CST 2024,7,1,3,8,350,0,0,349,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,3
Wed Feb 14 11:41:49 072 CST 2024,7,1,3,8,352,0,0,351,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:42:19 124 CST 2024,7,1,3,8,354,0,0,353,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,41
Wed Feb 14 11:42:49 136 CST 2024,7,1,3,8,356,0,0,355,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,1
Wed Feb 14 11:43:19 146 CST 2024,7,1,3,8,358,0,0,357,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,0
Wed Feb 14 11:43:49 151 CST 2024,7,1,3,8,360,0,0,359,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,0
Wed Feb 14 11:44:19 165 CST 2024,7,1,3,8,362,0,0,361,0,0,2,2,17197,2048,0,3584,0,0,0,0,0,0,0,53248,0
