timestamp,topicCount,producerCount,consumerCount,queueCount,inboundMessageCount,pendingMessageCount,pendingMessageSize,outboundMessageCount,outboundMessageRate,inboundMessageRate,sessionCount,connectionCount,msgMem,syncDBSize,durableCount,asyncDBSize,diskReadRate,diskWriteRate,diskReadOperationsRate,routeRecoverCount,inboundBytesRate,outboundBytesRate,diskWriteOperationsRate,msgMemPooled,RespTime
Wed Feb 14 16:37:26 506 CST 2024,8,39,3,8,1953,90,97154,2021,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,2
Wed Feb 14 16:37:56 515 CST 2024,8,39,3,8,1956,90,97154,2024,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,0
Wed Feb 14 16:38:26 522 CST 2024,8,39,3,8,1959,90,97154,2027,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,0
Wed Feb 14 16:38:56 529 CST 2024,8,39,3,8,1962,90,97154,2030,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,2
Wed Feb 14 16:39:26 544 CST 2024,8,39,3,8,1965,90,97154,2033,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:39:56 559 CST 2024,8,39,3,8,1968,90,97154,2036,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:40:26 566 CST 2024,8,39,3,8,1971,90,97154,2039,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:40:56 575 CST 2024,8,39,3,8,1974,90,97154,2042,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:41:26 597 CST 2024,8,39,3,8,1977,90,97154,2045,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:41:56 612 CST 2024,8,39,3,8,1980,90,97154,2048,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,0
Wed Feb 14 16:42:26 616 CST 2024,8,39,3,8,1983,90,97154,2051,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,3
Wed Feb 14 16:42:56 632 CST 2024,8,39,3,8,1986,90,97154,2054,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:43:26 645 CST 2024,8,39,3,8,1989,90,97154,2057,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:43:56 653 CST 2024,8,39,3,8,1992,90,97154,2060,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,0
Wed Feb 14 16:44:26 665 CST 2024,8,39,3,8,1995,90,97154,2063,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,4
Wed Feb 14 16:44:56 670 CST 2024,8,39,3,8,1998,90,97154,2066,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,2
Wed Feb 14 16:45:26 673 CST 2024,8,39,3,8,2001,90,97154,2069,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,0
Wed Feb 14 16:45:56 689 CST 2024,8,39,3,8,2004,90,97154,2072,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,0
Wed Feb 14 16:46:26 695 CST 2024,8,39,3,8,2007,90,97154,2075,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:46:56 712 CST 2024,8,39,3,8,2010,90,97154,2078,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:47:26 721 CST 2024,8,39,3,8,2013,90,97154,2081,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,0
Wed Feb 14 16:47:56 730 CST 2024,8,39,3,8,2016,90,97154,2084,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,2
Wed Feb 14 16:48:26 740 CST 2024,8,39,3,8,2019,90,97154,2087,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,0
Wed Feb 14 16:48:56 747 CST 2024,8,39,3,8,2022,90,97154,2090,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:49:26 749 CST 2024,8,39,3,8,2025,90,97154,2093,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:49:56 757 CST 2024,8,39,3,8,2028,90,97154,2096,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,0
Wed Feb 14 16:50:26 768 CST 2024,8,39,3,8,2031,90,97154,2099,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:50:56 776 CST 2024,8,39,3,8,2034,90,97154,2102,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,0
Wed Feb 14 16:51:26 792 CST 2024,8,39,3,8,2037,90,97154,2105,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,2
Wed Feb 14 16:51:56 805 CST 2024,8,39,3,8,2040,90,97154,2108,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:52:26 810 CST 2024,8,39,3,8,2043,90,97154,2111,0,0,78,3,181820,2048,3,244736,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:52:56 839 CST 2024,8,45,3,8,2073,1,1097,2140,5,5,89,3,45518,2048,3,253440,0,1018,0,0,1235,957,1,64512,18
Wed Feb 14 16:53:26 865 CST 2024,8,45,3,8,2076,0,0,2143,0,0,89,3,45518,2048,3,80384,0,0,0,0,0,0,0,64512,10
Wed Feb 14 16:53:56 889 CST 2024,8,45,3,8,2079,0,0,2146,0,0,89,3,45518,2048,3,72192,0,0,0,0,0,0,0,64512,7
Wed Feb 14 16:54:26 904 CST 2024,8,45,3,8,2082,0,0,2149,0,0,89,3,45518,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 16:54:56 918 CST 2024,8,45,3,8,2085,0,0,2152,0,0,89,3,45518,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:55:26 935 CST 2024,8,45,3,8,2088,0,0,2155,0,0,89,3,45518,2048,3,72192,0,0,0,0,0,0,0,64512,4
Wed Feb 14 16:55:56 942 CST 2024,8,45,3,8,2091,0,0,2158,0,0,89,3,45518,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:56:26 949 CST 2024,8,45,3,8,2094,0,0,2161,0,0,89,3,45518,2048,3,72192,0,0,0,0,0,0,0,64512,2
Wed Feb 14 16:56:56 956 CST 2024,8,44,0,8,2097,0,0,2164,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:57:26 958 CST 2024,8,44,0,8,2100,0,0,2167,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 16:57:56 965 CST 2024,8,44,0,8,2103,0,0,2170,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 16:58:26 972 CST 2024,8,44,0,8,2106,0,0,2173,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:58:56 980 CST 2024,8,44,0,8,2109,0,0,2176,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 16:59:26 983 CST 2024,8,44,0,8,2112,0,0,2179,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 16:59:56 996 CST 2024,8,44,0,8,2115,0,0,2182,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:00:27 009 CST 2024,8,44,0,8,2118,0,0,2185,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:00:57 023 CST 2024,8,44,0,8,2121,0,0,2188,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:01:27 025 CST 2024,8,44,0,8,2124,0,0,2191,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:01:57 027 CST 2024,8,44,0,8,2127,0,0,2194,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:02:27 043 CST 2024,8,44,0,8,2130,0,0,2197,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:02:57 052 CST 2024,8,44,0,8,2133,0,0,2200,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:03:27 063 CST 2024,8,44,0,8,2136,0,0,2203,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:03:57 072 CST 2024,8,44,0,8,2139,0,0,2206,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:04:27 088 CST 2024,8,44,0,8,2142,0,0,2209,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:04:57 101 CST 2024,8,44,0,8,2145,0,0,2212,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:05:27 104 CST 2024,8,44,0,8,2148,0,0,2215,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:05:57 117 CST 2024,8,44,0,8,2151,0,0,2218,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:06:27 123 CST 2024,8,44,0,8,2154,0,0,2221,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:06:57 125 CST 2024,8,44,0,8,2157,0,0,2224,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:07:27 132 CST 2024,8,44,0,8,2160,0,0,2227,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:07:57 147 CST 2024,8,44,0,8,2163,0,0,2230,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:08:27 161 CST 2024,8,44,0,8,2166,0,0,2233,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:08:57 174 CST 2024,8,44,0,8,2169,0,0,2236,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:09:27 184 CST 2024,8,44,0,8,2172,0,0,2239,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:09:57 190 CST 2024,8,44,0,8,2175,0,0,2242,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:10:27 209 CST 2024,8,44,0,8,2178,0,0,2245,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,2
Wed Feb 14 17:10:57 227 CST 2024,8,44,0,8,2181,0,0,2248,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:11:27 238 CST 2024,8,44,0,8,2184,0,0,2251,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:11:57 252 CST 2024,8,44,0,8,2187,0,0,2254,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:12:27 262 CST 2024,8,44,0,8,2190,0,0,2257,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:12:57 270 CST 2024,8,44,0,8,2193,0,0,2260,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,2
Wed Feb 14 17:13:27 283 CST 2024,8,44,0,8,2196,0,0,2263,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,2
Wed Feb 14 17:13:57 287 CST 2024,8,44,0,8,2199,0,0,2266,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:14:27 294 CST 2024,8,44,0,8,2202,0,0,2269,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:14:57 304 CST 2024,8,44,0,8,2205,0,0,2272,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:15:27 319 CST 2024,8,44,0,8,2208,0,0,2275,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:15:57 336 CST 2024,8,44,0,8,2211,0,0,2278,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:16:27 344 CST 2024,8,44,0,8,2214,0,0,2281,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:16:57 360 CST 2024,8,44,0,8,2217,0,0,2284,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:17:27 367 CST 2024,8,44,0,8,2220,0,0,2287,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:17:57 381 CST 2024,8,44,0,8,2223,0,0,2290,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:18:27 386 CST 2024,8,44,0,8,2226,0,0,2293,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:18:57 389 CST 2024,8,44,0,8,2229,0,0,2296,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:19:27 393 CST 2024,8,44,0,8,2232,0,0,2299,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:19:57 403 CST 2024,8,44,0,8,2235,0,0,2302,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:20:27 407 CST 2024,8,44,0,8,2238,0,0,2305,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:20:57 425 CST 2024,8,44,0,8,2241,0,0,2308,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:21:27 501 CST 2024,8,44,0,8,2244,0,0,2311,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,62
Wed Feb 14 17:21:57 519 CST 2024,8,44,0,8,2247,0,0,2314,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:22:27 530 CST 2024,8,44,0,8,2250,0,0,2317,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:22:57 540 CST 2024,8,44,0,8,2253,0,0,2320,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:23:27 554 CST 2024,8,44,0,8,2256,0,0,2323,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:23:57 569 CST 2024,8,44,0,8,2259,0,0,2326,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:24:27 585 CST 2024,8,44,0,8,2262,0,0,2329,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:24:57 587 CST 2024,8,44,0,8,2265,0,0,2332,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:25:27 596 CST 2024,8,44,0,8,2268,0,0,2335,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:25:57 601 CST 2024,8,44,0,8,2271,0,0,2338,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:26:27 610 CST 2024,8,44,0,8,2274,0,0,2341,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:26:57 624 CST 2024,8,44,0,8,2277,0,0,2344,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:27:27 630 CST 2024,8,44,0,8,2280,0,0,2347,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,2
Wed Feb 14 17:27:57 637 CST 2024,8,44,0,8,2283,0,0,2350,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:28:27 650 CST 2024,8,44,0,8,2286,0,0,2353,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:28:57 653 CST 2024,8,44,0,8,2289,0,0,2356,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:29:27 669 CST 2024,8,44,0,8,2292,0,0,2359,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:29:57 682 CST 2024,8,44,0,8,2295,0,0,2362,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:30:27 684 CST 2024,8,44,0,8,2298,0,0,2365,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:30:57 694 CST 2024,8,44,0,8,2301,0,0,2368,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,3
Wed Feb 14 17:31:27 696 CST 2024,8,44,0,8,2304,0,0,2371,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:31:57 708 CST 2024,8,44,0,8,2307,0,0,2374,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:32:27 713 CST 2024,8,44,0,8,2310,0,0,2377,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:32:57 731 CST 2024,8,44,0,8,2313,0,0,2380,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:33:27 733 CST 2024,8,44,0,8,2316,0,0,2383,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:33:57 736 CST 2024,8,44,0,8,2319,0,0,2386,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:34:27 738 CST 2024,8,44,0,8,2322,0,0,2389,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:34:57 742 CST 2024,8,44,0,8,2325,0,0,2392,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:35:27 748 CST 2024,8,44,0,8,2328,0,0,2395,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:35:57 759 CST 2024,8,44,0,8,2331,0,0,2398,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:36:27 773 CST 2024,8,44,0,8,2334,0,0,2401,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,2
Wed Feb 14 17:36:57 780 CST 2024,8,44,0,8,2337,0,0,2404,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,2
Wed Feb 14 17:37:27 786 CST 2024,8,44,0,8,2340,0,0,2407,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:37:57 802 CST 2024,8,44,0,8,2343,0,0,2410,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:38:27 811 CST 2024,8,44,0,8,2346,0,0,2413,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:38:57 819 CST 2024,8,44,0,8,2349,0,0,2416,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:39:27 826 CST 2024,8,44,0,8,2352,0,0,2419,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:39:57 838 CST 2024,8,44,0,8,2355,0,0,2422,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:40:27 850 CST 2024,8,44,0,8,2358,0,0,2425,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:40:57 854 CST 2024,8,44,0,8,2361,0,0,2428,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:41:27 862 CST 2024,8,44,0,8,2364,0,0,2431,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:41:57 872 CST 2024,8,44,0,8,2367,0,0,2434,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:42:27 881 CST 2024,8,44,0,8,2370,0,0,2437,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:42:57 883 CST 2024,8,44,0,8,2373,0,0,2440,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:43:27 890 CST 2024,8,44,0,8,2376,0,0,2443,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,2
Wed Feb 14 17:43:57 892 CST 2024,8,44,0,8,2379,0,0,2446,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:44:27 908 CST 2024,8,44,0,8,2382,0,0,2449,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:44:57 922 CST 2024,8,44,0,8,2385,0,0,2452,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:45:27 934 CST 2024,8,44,0,8,2388,0,0,2455,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:45:57 937 CST 2024,8,44,0,8,2391,0,0,2458,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:46:27 942 CST 2024,8,44,0,8,2394,0,0,2461,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:46:57 948 CST 2024,8,44,0,8,2397,0,0,2464,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:47:27 956 CST 2024,8,44,0,8,2400,0,0,2467,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:47:57 959 CST 2024,8,44,0,8,2403,0,0,2470,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:48:27 971 CST 2024,8,44,0,8,2406,0,0,2473,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:48:57 981 CST 2024,8,44,0,8,2409,0,0,2476,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:49:27 991 CST 2024,8,44,0,8,2412,0,0,2479,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:49:58 004 CST 2024,8,44,0,8,2415,0,0,2482,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:50:28 019 CST 2024,8,44,0,8,2418,0,0,2485,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:50:58 033 CST 2024,8,44,0,8,2421,0,0,2488,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:51:28 046 CST 2024,8,44,0,8,2424,0,0,2491,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:51:58 048 CST 2024,8,44,0,8,2427,0,0,2494,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:52:28 054 CST 2024,8,44,0,8,2430,0,0,2497,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:52:58 056 CST 2024,8,44,0,8,2433,0,0,2500,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:53:28 064 CST 2024,8,44,0,8,2436,0,0,2503,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:53:58 081 CST 2024,8,44,0,8,2439,0,0,2506,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:54:28 093 CST 2024,8,44,0,8,2442,0,0,2509,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:54:58 097 CST 2024,8,44,0,8,2445,0,0,2512,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,2
Wed Feb 14 17:55:28 113 CST 2024,8,44,0,8,2448,0,0,2515,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:55:58 130 CST 2024,8,44,0,8,2451,0,0,2518,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:56:28 142 CST 2024,8,44,0,8,2454,0,0,2521,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,2
Wed Feb 14 17:56:58 151 CST 2024,8,44,0,8,2457,0,0,2524,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:57:28 156 CST 2024,8,44,0,8,2460,0,0,2527,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
Wed Feb 14 17:57:58 167 CST 2024,8,44,0,8,2463,0,0,2530,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,1
Wed Feb 14 17:58:28 183 CST 2024,8,44,0,8,2466,0,0,2533,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,2
Wed Feb 14 17:58:58 191 CST 2024,8,44,0,8,2469,0,0,2536,0,0,88,3,43976,2048,3,72192,0,0,0,0,0,0,0,64512,0
