timestamp,inboundMessageCount,pendingMessageCount,outboundMessageRate,pendingMessageSize,outboundMessageCount,inboundMessageRate,topicCount,queueCount,consumerCount,producerCount,sessionCount,asyncDBSize,diskReadRate,durableCount,msgMem,syncDBSize,connectionCount,diskWriteRate,routeRecoverCount,inboundBytesRate,outboundBytesRate,diskReadOperationsRate,diskWriteOperationsRate,msgMemPooled,RespTime
Thu Feb 22 13:15:51 847 CST 2024,989,6,0,6574,988,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 13:16:21 861 CST 2024,992,6,0,6574,991,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:16:51 866 CST 2024,995,6,0,6574,994,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 13:17:21 882 CST 2024,998,6,0,6574,997,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:17:51 894 CST 2024,1001,6,0,6574,1000,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 13:18:21 907 CST 2024,1004,6,0,6574,1003,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:18:51 922 CST 2024,1007,6,0,6574,1006,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:19:21 942 CST 2024,1010,6,0,6574,1009,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:19:51 956 CST 2024,1013,6,0,6574,1012,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 13:20:21 975 CST 2024,1016,6,0,6574,1015,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:20:51 984 CST 2024,1019,6,0,6574,1018,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 13:21:21 995 CST 2024,1022,6,0,6574,1021,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:21:52 004 CST 2024,1025,6,0,6574,1024,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 13:22:22 019 CST 2024,1028,6,0,6574,1027,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 13:22:52 027 CST 2024,1031,6,0,6574,1030,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:23:22 033 CST 2024,1034,6,0,6574,1033,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:23:52 051 CST 2024,1037,6,0,6574,1036,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 13:24:22 056 CST 2024,1040,6,0,6574,1039,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:24:52 075 CST 2024,1043,6,0,6574,1042,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:25:22 092 CST 2024,1046,6,0,6574,1045,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:25:52 101 CST 2024,1049,6,0,6574,1048,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:26:22 109 CST 2024,1052,6,0,6574,1051,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:26:52 128 CST 2024,1055,6,0,6574,1054,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:27:22 147 CST 2024,1058,6,0,6574,1057,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:27:52 164 CST 2024,1061,6,0,6574,1060,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:28:22 180 CST 2024,1064,6,0,6574,1063,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:28:52 190 CST 2024,1067,6,0,6574,1066,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 13:29:22 198 CST 2024,1070,6,0,6574,1069,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:29:52 214 CST 2024,1073,6,0,6574,1072,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 13:30:22 225 CST 2024,1076,6,0,6574,1075,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 13:30:52 232 CST 2024,1079,6,0,6574,1078,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:31:22 243 CST 2024,1082,6,0,6574,1081,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 13:31:52 260 CST 2024,1085,6,0,6574,1084,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:32:22 285 CST 2024,1088,6,0,6574,1087,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:32:52 296 CST 2024,1091,6,0,6574,1090,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:33:22 310 CST 2024,1094,6,0,6574,1093,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:33:52 314 CST 2024,1097,6,0,6574,1096,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 13:34:22 323 CST 2024,1100,6,0,6574,1099,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:34:52 338 CST 2024,1103,6,0,6574,1102,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 13:35:22 346 CST 2024,1106,6,0,6574,1105,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:35:52 355 CST 2024,1109,6,0,6574,1108,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 13:36:22 364 CST 2024,1112,6,0,6574,1111,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:36:52 369 CST 2024,1115,6,0,6574,1114,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 13:37:22 377 CST 2024,1118,6,0,6574,1117,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:37:52 383 CST 2024,1121,6,0,6574,1120,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 13:38:22 394 CST 2024,1124,6,0,6574,1123,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:38:52 403 CST 2024,1127,6,0,6574,1126,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:39:22 419 CST 2024,1130,6,0,6574,1129,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:39:52 429 CST 2024,1133,6,0,6574,1132,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,5
Thu Feb 22 13:40:22 434 CST 2024,1136,6,0,6574,1135,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 13:40:52 447 CST 2024,1139,6,0,6574,1138,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 13:41:22 460 CST 2024,1142,6,0,6574,1141,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 13:41:52 469 CST 2024,1145,6,0,6574,1144,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:42:22 486 CST 2024,1148,6,0,6574,1147,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:42:52 505 CST 2024,1151,6,0,6574,1150,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:43:22 511 CST 2024,1154,6,0,6574,1153,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 13:43:52 516 CST 2024,1157,6,0,6574,1156,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:44:22 528 CST 2024,1160,6,0,6574,1159,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 13:44:52 548 CST 2024,1163,6,0,6574,1162,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 13:45:22 567 CST 2024,1166,6,0,6574,1165,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:45:52 574 CST 2024,1169,6,0,6574,1168,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:46:22 588 CST 2024,1172,6,0,6574,1171,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:46:52 603 CST 2024,1175,6,0,6574,1174,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 13:47:22 619 CST 2024,1178,6,0,6574,1177,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,7
Thu Feb 22 13:47:52 629 CST 2024,1181,6,0,6574,1180,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 13:48:22 648 CST 2024,1184,6,0,6574,1183,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:48:52 668 CST 2024,1187,6,0,6574,1186,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:49:22 687 CST 2024,1190,6,0,6574,1189,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:49:52 704 CST 2024,1193,6,0,6574,1192,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 13:50:22 712 CST 2024,1196,6,0,6574,1195,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:50:52 732 CST 2024,1199,6,0,6574,1198,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:51:22 742 CST 2024,1202,6,0,6574,1201,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:51:52 748 CST 2024,1205,6,0,6574,1204,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 13:52:22 761 CST 2024,1208,6,0,6574,1207,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:52:52 769 CST 2024,1211,6,0,6574,1210,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:53:22 787 CST 2024,1214,6,0,6574,1213,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:53:52 793 CST 2024,1217,6,0,6574,1216,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:54:22 800 CST 2024,1220,6,0,6574,1219,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 13:54:52 818 CST 2024,1223,6,0,6574,1222,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 13:55:22 829 CST 2024,1226,6,0,6574,1225,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:55:52 840 CST 2024,1229,6,0,6574,1228,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:56:22 852 CST 2024,1232,6,0,6574,1231,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 13:56:52 867 CST 2024,1235,6,0,6574,1234,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 13:57:22 884 CST 2024,1238,6,0,6574,1237,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 13:57:52 903 CST 2024,1241,6,0,6574,1240,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:58:22 910 CST 2024,1244,6,0,6574,1243,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:58:52 927 CST 2024,1247,6,0,6574,1246,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:59:22 934 CST 2024,1250,6,0,6574,1249,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:59:52 954 CST 2024,1253,6,0,6574,1252,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 14:00:22 963 CST 2024,1256,6,0,6574,1255,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 14:00:52 978 CST 2024,1259,6,0,6574,1258,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 14:01:22 992 CST 2024,1262,6,0,6574,1261,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 14:01:52 999 CST 2024,1265,6,0,6574,1264,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 14:02:23 013 CST 2024,1268,6,0,6574,1267,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 14:02:53 018 CST 2024,1271,6,0,6574,1270,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 14:03:23 036 CST 2024,1274,6,0,6574,1273,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 14:03:53 053 CST 2024,1277,6,0,6574,1276,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 14:04:23 075 CST 2024,1280,6,0,6574,1279,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 14:04:53 093 CST 2024,1283,6,0,6574,1282,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 14:05:23 108 CST 2024,1286,6,0,6574,1285,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 14:05:53 126 CST 2024,1289,6,0,6574,1288,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:06:23 136 CST 2024,1292,6,0,6574,1291,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 14:06:53 146 CST 2024,1295,6,0,6574,1294,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 14:07:23 164 CST 2024,1298,6,0,6574,1297,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 14:07:53 180 CST 2024,1301,6,0,6574,1300,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 14:08:23 187 CST 2024,1304,6,0,6574,1303,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 14:08:53 203 CST 2024,1307,6,0,6574,1306,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 14:09:23 211 CST 2024,1310,6,0,6574,1309,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:09:53 227 CST 2024,1313,6,0,6574,1312,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:10:23 240 CST 2024,1316,6,0,6574,1315,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:10:53 246 CST 2024,1319,6,0,6574,1318,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 14:11:23 248 CST 2024,1322,6,0,6574,1321,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 14:11:53 255 CST 2024,1325,6,0,6574,1324,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:12:23 262 CST 2024,1328,6,0,6574,1327,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 14:12:53 277 CST 2024,1331,6,0,6574,1330,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,6
Thu Feb 22 14:13:23 294 CST 2024,1334,6,0,6574,1333,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,5
Thu Feb 22 14:13:53 309 CST 2024,1337,6,0,6574,1336,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 14:14:23 325 CST 2024,1340,6,0,6574,1339,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 14:14:53 328 CST 2024,1343,6,0,6574,1342,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:15:23 338 CST 2024,1346,6,0,6574,1345,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,8
Thu Feb 22 14:15:53 344 CST 2024,1349,6,0,6574,1348,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 14:16:23 355 CST 2024,1352,6,0,6574,1351,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 14:16:53 367 CST 2024,1355,6,0,6574,1354,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 14:17:23 382 CST 2024,1358,6,0,6574,1357,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:17:53 397 CST 2024,1361,6,0,6574,1360,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:18:23 408 CST 2024,1364,6,0,6574,1363,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:18:53 423 CST 2024,1367,6,0,6574,1366,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 14:19:23 429 CST 2024,1370,6,0,6574,1369,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 14:19:53 442 CST 2024,1373,6,0,6574,1372,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 14:20:23 448 CST 2024,1376,6,0,6574,1375,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:20:53 459 CST 2024,1379,6,0,6574,1378,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:21:23 472 CST 2024,1382,6,0,6574,1381,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 14:21:53 481 CST 2024,1385,6,0,6574,1384,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:22:23 495 CST 2024,1388,6,0,6574,1387,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 14:22:53 509 CST 2024,1391,6,0,6574,1390,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:23:23 520 CST 2024,1394,6,0,6574,1393,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:23:53 537 CST 2024,1397,6,0,6574,1396,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 14:24:23 570 CST 2024,1400,6,0,6574,1399,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,19
Thu Feb 22 14:24:53 599 CST 2024,1403,6,0,6574,1402,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,10
Thu Feb 22 14:25:23 606 CST 2024,1406,6,0,6574,1405,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 14:25:53 620 CST 2024,1409,6,0,6574,1408,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,6
Thu Feb 22 14:26:23 632 CST 2024,1412,6,0,6574,1411,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:26:53 640 CST 2024,1415,6,0,6574,1414,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 14:27:23 660 CST 2024,1418,6,0,6574,1417,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 14:27:53 671 CST 2024,1421,6,0,6574,1420,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 14:28:23 687 CST 2024,1424,6,0,6574,1423,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 14:28:53 703 CST 2024,1427,6,0,6574,1426,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 14:29:23 713 CST 2024,1430,6,0,6574,1429,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 14:29:53 723 CST 2024,1433,6,0,6574,1432,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 14:30:23 740 CST 2024,1436,6,0,6574,1435,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 14:30:53 747 CST 2024,1439,6,0,6574,1438,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 14:31:23 761 CST 2024,1442,6,0,6574,1441,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 14:31:53 769 CST 2024,1445,6,0,6574,1444,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 14:32:23 775 CST 2024,1448,6,0,6574,1447,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 14:32:53 782 CST 2024,1451,6,0,6574,1450,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 14:33:23 793 CST 2024,1454,6,0,6574,1453,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 14:33:53 808 CST 2024,1457,6,0,6574,1456,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:34:23 817 CST 2024,1460,6,0,6574,1459,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:34:53 837 CST 2024,1463,6,0,6574,1462,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 14:35:23 856 CST 2024,1466,6,0,6574,1465,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 14:35:53 870 CST 2024,1469,6,0,6574,1468,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:36:23 878 CST 2024,1472,6,0,6574,1471,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:36:53 883 CST 2024,1475,6,0,6574,1474,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:37:23 895 CST 2024,1478,6,0,6574,1477,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:37:53 901 CST 2024,1481,6,0,6574,1480,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 14:38:23 904 CST 2024,1484,6,0,6574,1483,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 14:38:53 913 CST 2024,1487,6,0,6574,1486,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 14:39:23 926 CST 2024,1490,6,0,6574,1489,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 14:39:53 939 CST 2024,1493,6,0,6574,1492,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 14:40:23 942 CST 2024,1496,6,0,6574,1495,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 14:40:53 952 CST 2024,1499,6,0,6574,1498,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 14:41:23 957 CST 2024,1502,6,0,6574,1501,0,8,8,3,1,2,36352,0,3,19166,2048,2,0,0,0,0,0,0,53248,0
