timestamp,inboundMessageCount,pendingMessageCount,outboundMessageRate,pendingMessageSize,outboundMessageCount,inboundMessageRate,topicCount,queueCount,consumerCount,producerCount,sessionCount,asyncDBSize,diskReadRate,durableCount,msgMem,syncDBSize,connectionCount,diskWriteRate,routeRecoverCount,inboundBytesRate,outboundBytesRate,diskReadOperationsRate,diskWriteOperationsRate,msgMemPooled,RespTime
Thu Feb 22 11:47:49 709 CST 2024,461,6,0,6574,460,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 11:48:19 726 CST 2024,464,6,0,6574,463,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 11:48:49 747 CST 2024,467,6,0,6574,466,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 11:49:19 764 CST 2024,470,6,0,6574,469,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 11:49:49 775 CST 2024,473,6,0,6574,472,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 11:50:19 783 CST 2024,476,6,0,6574,475,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 11:50:49 798 CST 2024,479,6,0,6574,478,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 11:51:19 810 CST 2024,482,6,0,6574,481,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 11:51:49 830 CST 2024,485,6,0,6574,484,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 11:52:19 850 CST 2024,488,6,0,6574,487,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 11:52:49 859 CST 2024,491,6,0,6574,490,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 11:53:19 873 CST 2024,494,6,0,6574,493,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,5
Thu Feb 22 11:53:49 884 CST 2024,497,6,0,6574,496,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 11:54:19 903 CST 2024,500,6,0,6574,499,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 11:54:49 921 CST 2024,503,6,0,6574,502,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 11:55:19 941 CST 2024,506,6,0,6574,505,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 11:55:49 959 CST 2024,509,6,0,6574,508,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 11:56:19 982 CST 2024,512,6,0,6574,511,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,5
Thu Feb 22 11:56:49 998 CST 2024,515,6,0,6574,514,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 11:57:20 011 CST 2024,518,6,0,6574,517,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 11:57:50 019 CST 2024,521,6,0,6574,520,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 11:58:20 035 CST 2024,524,6,0,6574,523,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 11:58:50 054 CST 2024,527,6,0,6574,526,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 11:59:20 073 CST 2024,530,6,0,6574,529,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 11:59:50 082 CST 2024,533,6,0,6574,532,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 12:00:20 100 CST 2024,536,6,0,6574,535,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:00:50 112 CST 2024,539,6,0,6574,538,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:01:20 129 CST 2024,542,6,0,6574,541,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 12:01:50 145 CST 2024,545,6,0,6574,544,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:02:20 151 CST 2024,548,6,0,6574,547,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:02:50 169 CST 2024,551,6,0,6574,550,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,5
Thu Feb 22 12:03:20 183 CST 2024,554,6,0,6574,553,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 12:03:50 195 CST 2024,557,6,0,6574,556,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 12:04:20 211 CST 2024,560,6,0,6574,559,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:04:50 220 CST 2024,563,6,0,6574,562,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 12:05:20 235 CST 2024,566,6,0,6574,565,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:05:50 248 CST 2024,569,6,0,6574,568,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:06:20 259 CST 2024,572,6,0,6574,571,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:06:50 264 CST 2024,575,6,0,6574,574,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 12:07:20 271 CST 2024,578,6,0,6574,577,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:07:50 281 CST 2024,581,6,0,6574,580,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 12:08:20 286 CST 2024,584,6,0,6574,583,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:08:50 291 CST 2024,587,6,0,6574,586,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 12:09:20 300 CST 2024,590,6,0,6574,589,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 12:09:50 316 CST 2024,593,6,0,6574,592,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:10:20 326 CST 2024,596,6,0,6574,595,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:10:50 342 CST 2024,599,6,0,6574,598,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:11:20 358 CST 2024,602,6,0,6574,601,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:11:50 376 CST 2024,605,6,0,6574,604,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:12:20 378 CST 2024,608,6,0,6574,607,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 12:12:50 382 CST 2024,611,6,0,6574,610,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:13:20 393 CST 2024,614,6,0,6574,613,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 12:13:50 400 CST 2024,617,6,0,6574,616,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 12:14:20 410 CST 2024,620,6,0,6574,619,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:14:50 421 CST 2024,623,6,0,6574,622,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 12:15:20 430 CST 2024,626,6,0,6574,625,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:15:50 444 CST 2024,629,6,0,6574,628,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,5
Thu Feb 22 12:16:20 451 CST 2024,632,6,0,6574,631,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:16:50 470 CST 2024,635,6,0,6574,634,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 12:17:20 478 CST 2024,638,6,0,6574,637,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:17:50 487 CST 2024,641,6,0,6574,640,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:18:20 495 CST 2024,644,6,0,6574,643,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:18:50 502 CST 2024,647,6,0,6574,646,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:19:20 506 CST 2024,650,6,0,6574,649,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:19:50 520 CST 2024,653,6,0,6574,652,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:20:20 534 CST 2024,656,6,0,6574,655,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 12:20:50 551 CST 2024,659,6,0,6574,658,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,5
Thu Feb 22 12:21:20 560 CST 2024,662,6,0,6574,661,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:21:50 579 CST 2024,665,6,0,6574,664,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 12:22:20 596 CST 2024,668,6,0,6574,667,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:22:50 600 CST 2024,671,6,0,6574,670,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 12:23:20 607 CST 2024,674,6,0,6574,673,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:23:50 624 CST 2024,677,6,0,6574,676,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 12:24:20 634 CST 2024,680,6,0,6574,679,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:24:50 640 CST 2024,683,6,0,6574,682,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:25:20 646 CST 2024,686,6,0,6574,685,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:25:50 655 CST 2024,689,6,0,6574,688,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:26:20 665 CST 2024,692,6,0,6574,691,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:26:50 672 CST 2024,695,6,0,6574,694,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:27:20 681 CST 2024,698,6,0,6574,697,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:27:50 687 CST 2024,701,6,0,6574,700,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:28:20 697 CST 2024,704,6,0,6574,703,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 12:28:50 699 CST 2024,707,6,0,6574,706,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 12:29:20 705 CST 2024,710,6,0,6574,709,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 12:29:50 709 CST 2024,713,6,0,6574,712,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:30:20 725 CST 2024,716,6,0,6574,715,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:30:50 738 CST 2024,719,6,0,6574,718,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:31:20 752 CST 2024,722,6,0,6574,721,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,5
Thu Feb 22 12:31:50 761 CST 2024,725,6,0,6574,724,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:32:20 781 CST 2024,728,6,0,6574,727,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:32:50 787 CST 2024,731,6,0,6574,730,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 12:33:20 802 CST 2024,734,6,0,6574,733,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:33:50 805 CST 2024,737,6,0,6574,736,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 12:34:20 824 CST 2024,740,6,0,6574,739,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:34:50 837 CST 2024,743,6,0,6574,742,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:35:20 853 CST 2024,746,6,0,6574,745,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 12:35:50 861 CST 2024,749,6,0,6574,748,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:36:20 875 CST 2024,752,6,0,6574,751,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:36:50 880 CST 2024,755,6,0,6574,754,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 12:37:20 891 CST 2024,758,6,0,6574,757,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:37:50 904 CST 2024,761,6,0,6574,760,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 12:38:20 917 CST 2024,764,6,0,6574,763,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:38:50 919 CST 2024,767,6,0,6574,766,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 12:39:20 943 CST 2024,770,6,0,6574,769,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 12:39:50 950 CST 2024,773,6,0,6574,772,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:40:20 960 CST 2024,776,6,0,6574,775,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 12:40:50 969 CST 2024,779,6,0,6574,778,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:41:20 975 CST 2024,782,6,0,6574,781,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 12:41:50 987 CST 2024,785,6,0,6574,784,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:42:21 003 CST 2024,788,6,0,6574,787,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 12:42:51 015 CST 2024,791,6,0,6574,790,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:43:21 036 CST 2024,794,6,0,6574,793,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:43:51 048 CST 2024,797,6,0,6574,796,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:44:21 054 CST 2024,800,6,0,6574,799,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 12:44:51 058 CST 2024,803,6,0,6574,802,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 12:45:21 061 CST 2024,806,6,0,6574,805,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 12:45:51 070 CST 2024,809,6,0,6574,808,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:46:21 087 CST 2024,812,6,0,6574,811,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 12:46:51 101 CST 2024,815,6,0,6574,814,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:47:21 108 CST 2024,818,6,0,6574,817,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,5
Thu Feb 22 12:47:51 116 CST 2024,821,6,0,6574,820,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:48:21 134 CST 2024,824,6,0,6574,823,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,5
Thu Feb 22 12:48:51 153 CST 2024,827,6,0,6574,826,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 12:49:21 161 CST 2024,830,6,0,6574,829,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 12:49:51 175 CST 2024,833,6,0,6574,832,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:50:21 191 CST 2024,836,6,0,6574,835,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:50:51 205 CST 2024,839,6,0,6574,838,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,5
Thu Feb 22 12:51:21 214 CST 2024,842,6,0,6574,841,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,5
Thu Feb 22 12:51:51 230 CST 2024,845,6,0,6574,844,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:52:21 247 CST 2024,848,6,0,6574,847,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 12:52:51 256 CST 2024,851,6,0,6574,850,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:53:21 265 CST 2024,854,6,0,6574,853,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:53:51 275 CST 2024,857,6,0,6574,856,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:54:21 301 CST 2024,860,6,0,6574,859,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 12:54:51 310 CST 2024,863,6,0,6574,862,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:55:21 324 CST 2024,866,6,0,6574,865,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,5
Thu Feb 22 12:55:51 341 CST 2024,869,6,0,6574,868,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:56:21 352 CST 2024,872,6,0,6574,871,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:56:51 358 CST 2024,875,6,0,6574,874,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:57:21 366 CST 2024,878,6,0,6574,877,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 12:57:51 381 CST 2024,881,6,0,6574,880,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:58:21 400 CST 2024,884,6,0,6574,883,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 12:58:51 419 CST 2024,887,6,0,6574,886,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 12:59:21 426 CST 2024,890,6,0,6574,889,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 12:59:51 437 CST 2024,893,6,0,6574,892,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 13:00:21 456 CST 2024,896,6,0,6574,895,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 13:00:51 471 CST 2024,899,6,0,6574,898,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:01:21 487 CST 2024,902,6,0,6574,901,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:01:51 508 CST 2024,905,6,0,6574,904,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:02:21 524 CST 2024,908,6,0,6574,907,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:02:51 533 CST 2024,911,6,0,6574,910,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 13:03:21 543 CST 2024,914,6,0,6574,913,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,5
Thu Feb 22 13:03:51 555 CST 2024,917,6,0,6574,916,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:04:21 573 CST 2024,920,6,0,6574,919,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:04:51 590 CST 2024,923,6,0,6574,922,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 13:05:21 597 CST 2024,926,6,0,6574,925,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:05:51 617 CST 2024,929,6,0,6574,928,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:06:21 624 CST 2024,932,6,0,6574,931,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:06:51 631 CST 2024,935,6,0,6574,934,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,0
Thu Feb 22 13:07:21 654 CST 2024,938,6,0,6574,937,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:07:51 662 CST 2024,941,6,0,6574,940,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 13:08:21 677 CST 2024,944,6,0,6574,943,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:08:51 693 CST 2024,947,6,0,6574,946,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:09:21 710 CST 2024,950,6,0,6574,949,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:09:51 714 CST 2024,953,6,0,6574,952,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 13:10:21 732 CST 2024,956,6,0,6574,955,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:10:51 737 CST 2024,959,6,0,6574,958,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,1
Thu Feb 22 13:11:21 753 CST 2024,962,6,0,6574,961,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:11:51 763 CST 2024,965,6,0,6574,964,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 13:12:21 769 CST 2024,968,6,0,6574,967,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,4
Thu Feb 22 13:12:51 782 CST 2024,971,6,0,6574,970,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,2
Thu Feb 22 13:13:21 792 CST 2024,974,6,0,6574,973,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:13:51 802 CST 2024,977,6,0,6574,976,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:14:21 812 CST 2024,980,6,0,6574,979,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:14:51 828 CST 2024,983,6,0,6574,982,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
Thu Feb 22 13:15:21 836 CST 2024,986,6,0,6574,985,0,8,8,3,1,2,36352,0,3,19165,2048,2,0,0,0,0,0,0,53248,3
