timestamp,connectionCount,consumerCount,queueCount,topicCount,producerCount,outboundMessageRate,outboundMessageCount,pendingMessageSize,inboundMessageRate,pendingMessageCount,inboundMessageCount,msgMem,diskWriteRate,sessionCount,diskReadRate,asyncDBSize,durableCount,syncDBSize,msgMemPooled,inboundBytesRate,diskReadOperationsRate,routeRecoverCount,diskWriteOperationsRate,outboundBytesRate,RespTime
Mon Feb 12 17:10:34 613 CST 2024,5,5,9,8,4,0,667,0,0,0,665,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,0
Mon Feb 12 17:11:04 627 CST 2024,5,5,9,8,4,0,675,0,0,0,673,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:11:34 639 CST 2024,5,5,9,8,4,0,683,0,0,0,681,33615,0,8,0,3072,0,1536,53248,135,0,0,0,219,2
Mon Feb 12 17:12:04 656 CST 2024,5,5,9,8,4,0,691,0,0,0,689,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,0
Mon Feb 12 17:12:34 674 CST 2024,5,5,9,8,4,0,699,0,0,0,697,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,12
Mon Feb 12 17:13:04 678 CST 2024,5,5,9,8,4,0,706,0,0,0,704,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,0
Mon Feb 12 17:13:34 706 CST 2024,5,5,9,8,4,0,714,0,0,0,712,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,3
Mon Feb 12 17:14:04 722 CST 2024,5,5,9,8,4,0,722,0,0,0,720,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:14:34 739 CST 2024,5,5,9,8,4,0,730,0,0,0,728,33615,0,8,0,3072,0,1536,53248,136,0,0,0,220,3
Mon Feb 12 17:15:04 746 CST 2024,5,5,9,8,4,0,738,0,0,0,736,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:15:34 763 CST 2024,5,5,9,8,4,0,745,0,0,0,743,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,3
Mon Feb 12 17:16:04 768 CST 2024,5,5,9,8,4,0,753,0,0,0,751,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,0
Mon Feb 12 17:16:34 778 CST 2024,5,5,9,8,4,0,761,0,0,0,759,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,3
Mon Feb 12 17:17:04 793 CST 2024,5,5,9,8,4,0,769,0,0,0,767,33615,0,8,0,3072,0,1536,53248,136,0,0,0,220,0
Mon Feb 12 17:17:34 799 CST 2024,5,5,9,8,4,0,777,0,0,0,775,33615,0,8,0,3072,0,1536,53248,136,0,0,0,220,0
Mon Feb 12 17:18:04 805 CST 2024,5,5,9,8,4,0,784,0,0,0,782,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:18:34 819 CST 2024,5,5,9,8,4,0,792,0,0,0,790,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:19:04 822 CST 2024,5,5,9,8,4,0,800,0,0,0,798,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,0
Mon Feb 12 17:19:34 840 CST 2024,5,5,9,8,4,0,808,0,0,0,806,33615,0,8,0,3072,0,1536,53248,135,0,0,0,219,2
Mon Feb 12 17:20:04 854 CST 2024,5,5,9,8,4,0,816,0,0,0,814,33615,0,8,0,3072,0,1536,53248,136,0,0,0,221,1
Mon Feb 12 17:20:34 870 CST 2024,5,5,9,8,4,0,824,0,0,0,822,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,3
Mon Feb 12 17:21:04 873 CST 2024,5,5,9,8,4,0,831,0,0,0,829,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,0
Mon Feb 12 17:21:34 880 CST 2024,5,5,9,8,4,0,839,0,0,0,837,33615,0,8,0,3072,0,1536,53248,90,0,0,0,146,3
Mon Feb 12 17:22:04 882 CST 2024,5,5,9,8,4,0,847,0,0,0,845,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,0
Mon Feb 12 17:22:34 899 CST 2024,5,5,9,8,4,0,855,0,0,0,853,33615,0,8,0,3072,0,1536,53248,136,0,0,0,220,4
Mon Feb 12 17:23:04 912 CST 2024,5,5,9,8,4,0,863,0,0,0,861,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:23:34 932 CST 2024,5,5,9,8,4,0,870,0,0,0,868,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,4
Mon Feb 12 17:24:04 953 CST 2024,5,5,9,8,4,0,878,0,0,0,876,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:24:34 961 CST 2024,5,5,9,8,4,0,886,0,0,0,884,33615,0,8,0,3072,0,1536,53248,135,0,0,0,219,0
Mon Feb 12 17:25:04 971 CST 2024,5,5,9,8,4,0,894,0,0,0,892,33615,0,8,0,3072,0,1536,53248,135,0,0,0,219,0
Mon Feb 12 17:25:34 990 CST 2024,5,5,9,8,4,0,902,0,0,0,900,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,3
Mon Feb 12 17:26:05 002 CST 2024,5,5,9,8,4,0,909,0,0,0,907,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:26:35 011 CST 2024,5,5,9,8,4,0,917,0,0,0,915,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,3
Mon Feb 12 17:27:05 018 CST 2024,5,5,9,8,4,0,925,0,0,0,923,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:27:35 034 CST 2024,5,5,9,8,4,0,933,0,0,0,931,33615,0,8,0,3072,0,1536,53248,135,0,0,0,219,2
Mon Feb 12 17:28:05 055 CST 2024,5,5,9,8,4,0,941,0,0,0,939,33615,0,8,0,3072,0,1536,53248,136,0,0,0,221,5
Mon Feb 12 17:28:35 067 CST 2024,5,5,9,8,4,0,948,0,0,0,946,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,7
Mon Feb 12 17:29:05 075 CST 2024,5,5,9,8,4,0,956,0,0,0,954,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:29:35 090 CST 2024,5,5,9,8,4,0,964,0,0,0,962,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:30:05 108 CST 2024,5,5,9,8,4,0,972,0,0,0,970,33615,0,8,0,3072,0,1536,53248,137,0,0,0,222,1
Mon Feb 12 17:30:35 118 CST 2024,5,5,9,8,4,0,980,0,0,0,978,33615,0,8,0,3072,0,1536,53248,90,0,0,0,147,6
Mon Feb 12 17:31:05 129 CST 2024,5,5,9,8,4,0,987,0,0,0,985,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,2
Mon Feb 12 17:31:35 133 CST 2024,5,5,9,8,4,0,995,0,0,0,993,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:32:05 137 CST 2024,5,5,9,8,4,0,1003,0,0,0,1001,33615,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:32:35 152 CST 2024,5,5,9,8,4,0,1011,0,0,0,1009,33615,0,8,0,3072,0,1536,53248,91,0,0,0,147,4
Mon Feb 12 17:33:05 157 CST 2024,5,5,9,8,4,0,1019,0,0,0,1017,33615,0,8,0,3072,0,1536,53248,137,0,0,0,222,0
Mon Feb 12 17:33:35 173 CST 2024,5,5,9,8,4,0,1027,0,0,0,1025,33616,0,8,0,3072,0,1536,53248,271,0,0,0,436,6
Mon Feb 12 17:34:05 188 CST 2024,5,5,9,8,4,0,1034,0,0,0,1032,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,2
Mon Feb 12 17:34:35 208 CST 2024,5,5,9,8,4,0,1042,0,0,0,1040,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,4
Mon Feb 12 17:35:05 215 CST 2024,5,5,9,8,4,0,1050,0,0,0,1048,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:35:35 234 CST 2024,5,5,9,8,4,0,1058,0,0,0,1056,33616,0,8,0,3072,0,1536,53248,136,0,0,0,220,4
Mon Feb 12 17:36:05 253 CST 2024,5,5,9,8,4,0,1066,0,0,0,1064,33616,0,8,0,3072,0,1536,53248,136,0,0,0,220,1
Mon Feb 12 17:36:35 273 CST 2024,5,5,9,8,4,0,1073,0,0,0,1071,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,5
Mon Feb 12 17:37:05 279 CST 2024,5,5,9,8,4,0,1081,0,0,0,1079,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,2
Mon Feb 12 17:37:35 291 CST 2024,5,5,9,8,4,0,1089,0,0,0,1087,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,4
Mon Feb 12 17:38:05 306 CST 2024,5,5,9,8,4,0,1097,0,0,0,1095,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,4
Mon Feb 12 17:38:35 331 CST 2024,5,5,9,8,4,0,1105,0,0,0,1103,33616,0,8,0,3072,0,1536,53248,272,0,0,0,439,4
Mon Feb 12 17:39:05 346 CST 2024,5,5,9,8,4,0,1113,0,0,0,1111,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,5
Mon Feb 12 17:39:35 365 CST 2024,5,5,9,8,4,0,1120,0,0,0,1118,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:40:05 379 CST 2024,5,5,9,8,4,0,1128,0,0,0,1126,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,3
Mon Feb 12 17:40:35 400 CST 2024,5,5,9,8,4,0,1136,0,0,0,1134,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,5
Mon Feb 12 17:41:05 419 CST 2024,5,5,9,8,4,0,1144,0,0,0,1142,33616,0,8,0,3072,0,1536,53248,137,0,0,0,220,1
Mon Feb 12 17:41:35 436 CST 2024,5,5,9,8,4,0,1152,0,0,0,1150,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:42:05 443 CST 2024,5,5,9,8,4,0,1159,0,0,0,1157,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,0
Mon Feb 12 17:42:35 461 CST 2024,5,5,9,8,4,0,1167,0,0,0,1165,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:43:05 480 CST 2024,5,5,9,8,4,0,1175,0,0,0,1173,33616,0,8,0,3072,0,1536,53248,135,0,0,0,218,1
Mon Feb 12 17:43:35 498 CST 2024,5,5,9,8,4,0,1183,0,0,0,1181,33616,0,8,0,3072,0,1536,53248,137,0,0,0,220,4
Mon Feb 12 17:44:05 508 CST 2024,5,5,9,8,4,0,1191,0,0,0,1189,33616,0,8,0,3072,0,1536,53248,137,0,0,0,221,0
Mon Feb 12 17:44:35 522 CST 2024,5,5,9,8,4,0,1198,0,0,0,1196,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,11
Mon Feb 12 17:45:05 542 CST 2024,5,5,9,8,4,0,1206,0,0,0,1204,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,2
Mon Feb 12 17:45:35 554 CST 2024,5,5,9,8,4,0,1214,0,0,0,1212,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,2
Mon Feb 12 17:46:05 557 CST 2024,5,5,9,8,4,0,1222,0,0,0,1220,33616,0,8,0,3072,0,1536,53248,136,0,0,0,220,1
Mon Feb 12 17:46:35 584 CST 2024,5,5,9,8,4,0,1230,0,0,0,1228,33616,0,8,0,3072,0,1536,53248,136,0,0,0,220,12
Mon Feb 12 17:47:05 602 CST 2024,5,5,9,8,4,0,1237,0,0,0,1235,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,0
Mon Feb 12 17:47:35 604 CST 2024,5,5,9,8,4,0,1245,0,0,0,1243,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,0
Mon Feb 12 17:48:05 631 CST 2024,5,5,9,8,4,0,1253,0,0,0,1251,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,2
Mon Feb 12 17:48:35 657 CST 2024,5,5,9,8,4,0,1261,0,0,0,1259,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,5
Mon Feb 12 17:49:05 664 CST 2024,5,5,9,8,4,0,1269,0,0,0,1267,33616,0,8,0,3072,0,1536,53248,138,0,0,0,223,1
Mon Feb 12 17:49:35 690 CST 2024,5,5,9,8,4,0,1277,0,0,0,1275,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,3
Mon Feb 12 17:50:05 699 CST 2024,5,5,9,8,4,0,1284,0,0,0,1282,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:50:35 710 CST 2024,5,5,9,8,4,0,1292,0,0,0,1290,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,5
Mon Feb 12 17:51:05 714 CST 2024,5,5,9,8,4,0,1300,0,0,0,1298,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:51:35 723 CST 2024,5,5,9,8,4,0,1308,0,0,0,1306,33616,0,8,0,3072,0,1536,53248,136,0,0,0,220,4
Mon Feb 12 17:52:05 732 CST 2024,5,5,9,8,4,0,1316,0,0,0,1314,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,0
Mon Feb 12 17:52:35 744 CST 2024,5,5,9,8,4,0,1323,0,0,0,1321,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,4
Mon Feb 12 17:53:05 761 CST 2024,5,5,9,8,4,0,1331,0,0,0,1329,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,0
Mon Feb 12 17:53:35 773 CST 2024,5,5,9,8,4,0,1339,0,0,0,1337,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,3
Mon Feb 12 17:54:05 792 CST 2024,5,5,9,8,4,0,1347,0,0,0,1345,33616,0,8,0,3072,0,1536,53248,139,0,0,0,225,1
Mon Feb 12 17:54:35 801 CST 2024,5,5,9,8,4,0,1355,0,0,0,1353,33616,0,8,0,3072,0,1536,53248,269,0,0,0,434,0
Mon Feb 12 17:55:05 823 CST 2024,5,5,9,8,4,0,1362,0,0,0,1360,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,0
Mon Feb 12 17:55:35 834 CST 2024,5,5,9,8,4,0,1370,0,0,0,1368,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,4
Mon Feb 12 17:56:05 846 CST 2024,5,5,9,8,4,0,1378,0,0,0,1376,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:56:35 870 CST 2024,5,5,9,8,4,0,1386,0,0,0,1384,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,5
Mon Feb 12 17:57:05 882 CST 2024,5,5,9,8,4,0,1394,0,0,0,1392,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,2
Mon Feb 12 17:57:35 887 CST 2024,5,5,9,8,4,0,1402,0,0,0,1400,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:58:05 894 CST 2024,5,5,9,8,4,0,1409,0,0,0,1407,33616,0,8,0,3072,0,1536,53248,0,0,0,0,0,1
Mon Feb 12 17:58:35 917 CST 2024,5,5,9,8,4,0,1417,0,0,0,1415,33616,0,8,0,3072,0,1536,53248,135,0,0,0,218,1
Mon Feb 12 17:59:05 931 CST 2024,5,5,9,8,4,0,1425,0,0,0,1423,33616,0,8,0,3072,0,1536,53248,136,0,0,0,219,0
timestamp,producerCount,consumerCount,queueCount,topicCount,inboundMessageCount,outboundMessageRate,pendingMessageSize,pendingMessageCount,outboundMessageCount,inboundMessageRate,sessionCount,msgMem,asyncDBSize,syncDBSize,diskReadRate,diskWriteRate,connectionCount,durableCount,routeRecoverCount,diskReadOperationsRate,diskWriteOperationsRate,inboundBytesRate,outboundBytesRate,msgMemPooled,RespTime
Mon Feb 12 18:01:27 919 CST 2024,1,1,8,5,1434,0,0,0,1436,0,1,13755,3072,1536,0,0,1,0,0,0,0,0,0,53248,2
Mon Feb 12 18:01:57 943 CST 2024,1,3,8,7,1436,0,0,0,1438,0,2,18419,3072,1536,0,0,2,0,0,0,0,0,0,53248,1
Mon Feb 12 18:02:27 950 CST 2024,1,3,8,7,1438,0,0,0,1440,0,2,18419,3072,1536,0,0,2,0,0,0,0,0,0,53248,1
Mon Feb 12 18:02:57 960 CST 2024,1,3,8,7,1440,0,0,0,1442,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,1
Mon Feb 12 18:03:27 980 CST 2024,1,3,8,7,1442,0,0,0,1444,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,4
Mon Feb 12 18:03:57 990 CST 2024,1,3,8,7,1444,0,0,0,1446,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,4
Mon Feb 12 18:04:28 001 CST 2024,1,3,8,7,1446,0,0,0,1448,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,2
Mon Feb 12 18:04:58 009 CST 2024,1,3,8,7,1448,0,0,0,1450,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,1
Mon Feb 12 18:05:28 021 CST 2024,1,3,8,7,1450,0,0,0,1452,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,1
Mon Feb 12 18:05:58 025 CST 2024,1,3,8,7,1452,0,0,0,1454,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,1
Mon Feb 12 18:06:28 039 CST 2024,1,3,8,7,1454,0,0,0,1456,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,1
Mon Feb 12 18:06:58 047 CST 2024,1,3,8,7,1456,0,0,0,1458,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,4
Mon Feb 12 18:07:28 061 CST 2024,1,3,8,7,1458,0,0,0,1460,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,1
Mon Feb 12 18:07:58 073 CST 2024,1,3,8,7,1460,0,0,0,1462,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,5
Mon Feb 12 18:08:28 096 CST 2024,1,3,8,7,1462,0,0,0,1464,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,6
Mon Feb 12 18:08:58 125 CST 2024,1,3,8,7,1464,0,0,0,1466,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,11
Mon Feb 12 18:09:28 146 CST 2024,1,3,8,7,1468,0,0,0,1470,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,3
Mon Feb 12 18:09:58 166 CST 2024,1,3,8,7,1471,0,0,0,1473,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,1
Mon Feb 12 18:10:28 170 CST 2024,1,3,8,7,1474,0,0,0,1476,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,1
Mon Feb 12 18:10:58 177 CST 2024,1,3,8,7,1477,0,0,0,1479,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,1
Mon Feb 12 18:11:28 195 CST 2024,1,3,8,7,1480,0,0,0,1482,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,6
Mon Feb 12 18:11:58 214 CST 2024,1,3,8,7,1483,0,0,0,1485,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,1
Mon Feb 12 18:12:28 221 CST 2024,1,3,8,7,1486,0,0,0,1488,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,3
Mon Feb 12 18:12:58 242 CST 2024,1,3,8,7,1489,0,0,0,1491,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,2
Mon Feb 12 18:13:28 277 CST 2024,1,3,8,7,1492,0,0,0,1494,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,5
Mon Feb 12 18:13:58 293 CST 2024,1,3,8,7,1495,0,0,0,1497,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,3
Mon Feb 12 18:14:28 300 CST 2024,1,3,8,7,1498,0,0,0,1500,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,1
Mon Feb 12 18:14:58 317 CST 2024,1,3,8,7,1501,0,0,0,1503,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,3
Mon Feb 12 18:15:28 325 CST 2024,1,3,8,7,1504,0,0,0,1506,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,3
Mon Feb 12 18:15:58 333 CST 2024,1,3,8,7,1507,0,0,0,1509,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,3
Mon Feb 12 18:16:28 347 CST 2024,1,3,8,7,1510,0,0,0,1512,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,4
Mon Feb 12 18:16:58 358 CST 2024,1,3,8,7,1513,0,0,0,1515,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,4
Mon Feb 12 18:17:28 368 CST 2024,1,3,8,7,1516,0,0,0,1518,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,3
Mon Feb 12 18:17:58 389 CST 2024,1,3,8,7,1519,0,0,0,1521,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,3
Mon Feb 12 18:18:28 410 CST 2024,1,3,8,7,1522,0,0,0,1524,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,2
Mon Feb 12 18:18:58 419 CST 2024,1,3,8,7,1525,0,0,0,1527,0,2,18420,3072,1536,0,0,2,0,0,0,0,0,0,53248,5
