timestamp,consumerCount,queueCount,topicCount,producerCount,inboundMessageCount,outboundMessageRate,pendingMessageSize,pendingMessageCount,inboundMessageRate,outboundMessageCount,sessionCount,msgMem,diskWriteRate,connectionCount,durableCount,asyncDBSize,diskReadRate,syncDBSize,msgMemPooled,inboundBytesRate,outboundBytesRate,diskWriteOperationsRate,diskReadOperationsRate,routeRecoverCount,RespTime
Tue Feb 20 11:01:13 454 CST 2024,3,8,8,1,346,0,6574,6,0,345,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 11:01:43 462 CST 2024,3,8,8,1,348,0,6574,6,0,347,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:02:13 504 CST 2024,3,8,8,1,350,0,6574,6,0,349,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,22
Tue Feb 20 11:02:43 510 CST 2024,3,8,8,1,352,0,6574,6,0,351,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:03:13 527 CST 2024,3,8,8,1,354,0,6574,6,0,353,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:03:43 536 CST 2024,3,8,8,1,356,0,6574,6,0,355,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:04:13 547 CST 2024,3,8,8,1,358,0,6574,6,0,357,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:04:43 564 CST 2024,3,8,8,1,360,0,6574,6,0,359,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 11:05:13 567 CST 2024,3,8,8,1,362,0,6574,6,0,361,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:05:43 577 CST 2024,3,8,8,1,364,0,6574,6,0,363,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 11:06:13 593 CST 2024,3,8,8,1,366,0,6574,6,0,365,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:06:43 600 CST 2024,3,8,8,1,368,0,6574,6,0,367,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:07:13 614 CST 2024,3,8,8,1,370,0,6574,6,0,369,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,5
Tue Feb 20 11:07:43 629 CST 2024,3,8,8,1,372,0,6574,6,0,371,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:08:13 640 CST 2024,3,8,8,1,374,0,6574,6,0,373,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:08:43 650 CST 2024,3,8,8,1,376,0,6574,6,0,375,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:09:13 664 CST 2024,3,8,8,1,378,0,6574,6,0,377,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 11:09:43 670 CST 2024,3,8,8,1,380,0,6574,6,0,379,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:10:13 675 CST 2024,3,8,8,1,382,0,6574,6,0,381,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:10:43 688 CST 2024,3,8,8,1,384,0,6574,6,0,383,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:11:13 694 CST 2024,3,8,8,1,386,0,6574,6,0,385,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 11:11:43 711 CST 2024,3,8,8,1,388,0,6574,6,0,387,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 11:12:13 725 CST 2024,3,8,8,1,390,0,6574,6,0,389,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 11:12:43 729 CST 2024,3,8,8,1,392,0,6574,6,0,391,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,0
Tue Feb 20 11:13:13 736 CST 2024,3,8,8,1,394,0,6574,6,0,393,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,0
Tue Feb 20 11:13:43 751 CST 2024,3,8,8,1,396,0,6574,6,0,395,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,0
Tue Feb 20 11:14:13 770 CST 2024,3,8,8,1,398,0,6574,6,0,397,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:14:43 780 CST 2024,3,8,8,1,400,0,6574,6,0,399,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:15:13 787 CST 2024,3,8,8,1,402,0,6574,6,0,401,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 11:15:43 790 CST 2024,3,8,8,1,404,0,6574,6,0,403,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:16:13 797 CST 2024,3,8,8,1,406,0,6574,6,0,405,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:16:43 802 CST 2024,3,8,8,1,408,0,6574,6,0,407,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:17:13 812 CST 2024,3,8,8,1,410,0,6574,6,0,409,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:17:43 816 CST 2024,3,8,8,1,412,0,6574,6,0,411,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:18:13 824 CST 2024,3,8,8,1,414,0,6574,6,0,413,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 11:18:43 834 CST 2024,3,8,8,1,416,0,6574,6,0,415,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:19:13 852 CST 2024,3,8,8,1,418,0,6574,6,0,417,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 11:19:43 864 CST 2024,3,8,8,1,420,0,6574,6,0,419,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 11:20:13 870 CST 2024,3,8,8,1,422,0,6574,6,0,421,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:20:43 885 CST 2024,3,8,8,1,424,0,6574,6,0,423,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 11:21:13 889 CST 2024,3,8,8,1,426,0,6574,6,0,425,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 11:21:43 896 CST 2024,3,8,8,1,428,0,6574,6,0,427,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:22:13 908 CST 2024,3,8,8,1,430,0,6574,6,0,429,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:22:43 954 CST 2024,3,8,8,1,432,0,6574,6,0,431,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,36
Tue Feb 20 11:23:13 996 CST 2024,3,8,8,1,434,0,6574,6,0,433,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:23:44 004 CST 2024,3,8,8,1,436,0,6574,6,0,435,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 11:24:14 011 CST 2024,3,8,8,1,438,0,6574,6,0,437,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:24:44 021 CST 2024,3,8,8,1,440,0,6574,6,0,439,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,5
Tue Feb 20 11:25:14 036 CST 2024,3,8,8,1,442,0,6574,6,0,441,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:25:44 050 CST 2024,3,8,8,1,444,0,6574,6,0,443,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,5
Tue Feb 20 11:26:14 066 CST 2024,3,8,8,1,446,0,6574,6,0,445,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 11:26:44 084 CST 2024,3,8,8,1,448,0,6574,6,0,447,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,0
Tue Feb 20 11:27:14 095 CST 2024,3,8,8,1,450,0,6574,6,0,449,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:27:44 106 CST 2024,3,8,8,1,452,0,6574,6,0,451,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 11:28:14 116 CST 2024,3,8,8,1,454,0,6574,6,0,453,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:28:44 128 CST 2024,3,8,8,1,456,0,6574,6,0,455,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:29:14 131 CST 2024,3,8,8,1,458,0,6574,6,0,457,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:29:44 140 CST 2024,3,8,8,1,460,0,6574,6,0,459,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 11:30:14 144 CST 2024,3,8,8,1,462,0,6574,6,0,461,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:30:44 160 CST 2024,3,8,8,1,464,0,6574,6,0,463,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:31:14 168 CST 2024,3,8,8,1,466,0,6574,6,0,465,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:31:44 182 CST 2024,3,8,8,1,468,0,6574,6,0,467,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:32:14 193 CST 2024,3,8,8,1,470,0,6574,6,0,469,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:32:44 211 CST 2024,3,8,8,1,472,0,6574,6,0,471,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:33:14 224 CST 2024,3,8,8,1,474,0,6574,6,0,473,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 11:33:44 236 CST 2024,3,8,8,1,476,0,6574,6,0,475,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 11:34:14 249 CST 2024,3,8,8,1,478,0,6574,6,0,477,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,6
Tue Feb 20 11:34:44 261 CST 2024,3,8,8,1,480,0,6574,6,0,479,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 11:35:14 267 CST 2024,3,8,8,1,482,0,6574,6,0,481,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:35:44 278 CST 2024,3,8,8,1,484,0,6574,6,0,483,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:36:14 285 CST 2024,3,8,8,1,486,0,6574,6,0,485,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 11:36:44 302 CST 2024,3,8,8,1,488,0,6574,6,0,487,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:37:14 322 CST 2024,3,8,8,1,490,0,6574,6,0,489,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:37:44 329 CST 2024,3,8,8,1,492,0,6574,6,0,491,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:38:14 348 CST 2024,3,8,8,1,494,0,6574,6,0,493,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,5
Tue Feb 20 11:38:44 360 CST 2024,3,8,8,1,496,0,6574,6,0,495,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 11:39:14 365 CST 2024,3,8,8,1,498,0,6574,6,0,497,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 11:39:44 384 CST 2024,3,8,8,1,500,0,6574,6,0,499,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 11:40:14 405 CST 2024,3,8,8,1,502,0,6574,6,0,501,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,5
Tue Feb 20 11:40:44 414 CST 2024,3,8,8,1,504,0,6574,6,0,503,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:41:14 428 CST 2024,3,8,8,1,506,0,6574,6,0,505,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:41:44 447 CST 2024,3,8,8,1,508,0,6574,6,0,507,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 11:42:14 453 CST 2024,3,8,8,1,510,0,6574,6,0,509,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 11:42:44 460 CST 2024,3,8,8,1,512,0,6574,6,0,511,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:43:14 470 CST 2024,3,8,8,1,514,0,6574,6,0,513,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 11:43:44 487 CST 2024,3,8,8,1,516,0,6574,6,0,515,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:44:14 512 CST 2024,3,8,8,1,518,0,6574,6,0,517,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,7
Tue Feb 20 11:44:44 534 CST 2024,3,8,8,1,520,0,6574,6,0,519,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,5
Tue Feb 20 11:45:14 545 CST 2024,3,8,8,1,522,0,6574,6,0,521,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:45:44 556 CST 2024,3,8,8,1,524,0,6574,6,0,523,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:46:14 572 CST 2024,3,8,8,1,526,0,6574,6,0,525,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:46:44 581 CST 2024,3,8,8,1,528,0,6574,6,0,527,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:47:14 599 CST 2024,3,8,8,1,530,0,6574,6,0,529,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 11:47:44 611 CST 2024,3,8,8,1,532,0,6574,6,0,531,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:48:14 622 CST 2024,3,8,8,1,534,0,6574,6,0,533,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:48:44 630 CST 2024,3,8,8,1,536,0,6574,6,0,535,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:49:14 641 CST 2024,3,8,8,1,538,0,6574,6,0,537,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:49:44 680 CST 2024,3,8,8,1,540,0,6574,6,0,539,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 11:50:14 696 CST 2024,3,8,8,1,542,0,6574,6,0,541,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:50:44 706 CST 2024,3,8,8,1,544,0,6574,6,0,543,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:51:14 715 CST 2024,3,8,8,1,546,0,6574,6,0,545,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:51:44 723 CST 2024,3,8,8,1,548,0,6574,6,0,547,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:52:14 737 CST 2024,3,8,8,1,550,0,6574,6,0,549,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 11:52:44 746 CST 2024,3,8,8,1,552,0,6574,6,0,551,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 11:53:14 759 CST 2024,3,8,8,1,554,0,6574,6,0,553,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,7
Tue Feb 20 11:53:44 775 CST 2024,3,8,8,1,556,0,6574,6,0,555,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:54:14 795 CST 2024,3,8,8,1,558,0,6574,6,0,557,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 11:54:44 800 CST 2024,3,8,8,1,560,0,6574,6,0,559,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:55:14 812 CST 2024,3,8,8,1,562,0,6574,6,0,561,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 11:55:44 826 CST 2024,3,8,8,1,564,0,6574,6,0,563,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:56:14 832 CST 2024,3,8,8,1,566,0,6574,6,0,565,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:56:44 839 CST 2024,3,8,8,1,568,0,6574,6,0,567,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 11:57:14 853 CST 2024,3,8,8,1,570,0,6574,6,0,569,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:57:44 865 CST 2024,3,8,8,1,572,0,6574,6,0,571,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:58:14 873 CST 2024,3,8,8,1,574,0,6574,6,0,573,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,0
Tue Feb 20 11:58:44 879 CST 2024,3,8,8,1,576,0,6574,6,0,575,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:59:14 882 CST 2024,3,8,8,1,578,0,6574,6,0,577,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 11:59:44 904 CST 2024,3,8,8,1,580,0,6574,6,0,579,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 12:00:14 971 CST 2024,3,8,8,1,582,0,6574,6,0,581,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 12:00:44 981 CST 2024,3,8,8,1,584,0,6574,6,0,583,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 12:01:14 999 CST 2024,3,8,8,1,586,0,6574,6,0,585,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 12:01:45 007 CST 2024,3,8,8,1,588,0,6574,6,0,587,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 12:02:15 012 CST 2024,3,8,8,1,590,0,6574,6,0,589,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 12:02:45 017 CST 2024,3,8,8,1,592,0,6574,6,0,591,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,0
Tue Feb 20 12:03:15 030 CST 2024,3,8,8,1,594,0,6574,6,0,593,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 12:03:45 048 CST 2024,3,8,8,1,596,0,6574,6,0,595,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,5
Tue Feb 20 12:04:15 055 CST 2024,3,8,8,1,598,0,6574,6,0,597,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 12:04:45 072 CST 2024,3,8,8,1,600,0,6574,6,0,599,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 12:05:15 079 CST 2024,3,8,8,1,602,0,6574,6,0,601,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,0
Tue Feb 20 12:05:45 090 CST 2024,3,8,8,1,604,0,6574,6,0,603,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,0
Tue Feb 20 12:06:15 092 CST 2024,3,8,8,1,606,0,6574,6,0,605,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 12:06:45 102 CST 2024,3,8,8,1,608,0,6574,6,0,607,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 12:07:15 123 CST 2024,3,8,8,1,610,0,6574,6,0,609,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 12:07:45 139 CST 2024,3,8,8,1,612,0,6574,6,0,611,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 12:08:15 155 CST 2024,3,8,8,1,614,0,6574,6,0,613,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 12:08:45 159 CST 2024,3,8,8,1,616,0,6574,6,0,615,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,0
Tue Feb 20 12:09:15 172 CST 2024,3,8,8,1,618,0,6574,6,0,617,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 12:09:45 183 CST 2024,3,8,8,1,620,0,6574,6,0,619,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 12:10:15 187 CST 2024,3,8,8,1,622,0,6574,6,0,621,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 12:10:45 203 CST 2024,3,8,8,1,624,0,6574,6,0,623,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 12:11:15 221 CST 2024,3,8,8,1,626,0,6574,6,0,625,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,0
Tue Feb 20 12:11:45 234 CST 2024,3,8,8,1,628,0,6574,6,0,627,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 12:12:15 294 CST 2024,3,8,8,1,630,0,6574,6,0,629,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,0
Tue Feb 20 12:12:45 309 CST 2024,3,8,8,1,632,0,6574,6,0,631,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 12:13:15 313 CST 2024,3,8,8,1,634,0,6574,6,0,633,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 12:13:45 321 CST 2024,3,8,8,1,636,0,6574,6,0,635,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 12:14:15 328 CST 2024,3,8,8,1,638,0,6574,6,0,637,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 12:14:45 339 CST 2024,3,8,8,1,640,0,6574,6,0,639,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 12:15:15 353 CST 2024,3,8,8,1,642,0,6574,6,0,641,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 12:15:45 362 CST 2024,3,8,8,1,644,0,6574,6,0,643,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 12:16:15 373 CST 2024,3,8,8,1,646,0,6574,6,0,645,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,0
Tue Feb 20 12:16:45 386 CST 2024,3,8,8,1,648,0,6574,6,0,647,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 12:17:15 402 CST 2024,3,8,8,1,650,0,6574,6,0,649,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,0
Tue Feb 20 12:17:45 422 CST 2024,3,8,8,1,652,0,6574,6,0,651,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 12:18:15 432 CST 2024,3,8,8,1,654,0,6574,6,0,653,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,0
Tue Feb 20 12:18:45 448 CST 2024,3,8,8,1,656,0,6574,6,0,655,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 12:19:15 456 CST 2024,3,8,8,1,658,0,6574,6,0,657,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 12:19:45 463 CST 2024,3,8,8,1,660,0,6574,6,0,659,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 12:20:15 474 CST 2024,3,8,8,1,662,0,6574,6,0,661,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,5
Tue Feb 20 12:20:45 483 CST 2024,3,8,8,1,664,0,6574,6,0,663,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 12:21:15 495 CST 2024,3,8,8,1,666,0,6574,6,0,665,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 12:21:45 507 CST 2024,3,8,8,1,668,0,6574,6,0,667,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 12:22:15 516 CST 2024,3,8,8,1,670,0,6574,6,0,669,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,2
Tue Feb 20 12:22:45 535 CST 2024,3,8,8,1,672,0,6574,6,0,671,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,5
Tue Feb 20 12:23:15 553 CST 2024,3,8,8,1,674,0,6574,6,0,673,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 12:23:45 560 CST 2024,3,8,8,1,676,0,6574,6,0,675,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 12:24:15 575 CST 2024,3,8,8,1,678,0,6574,6,0,677,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 12:24:45 591 CST 2024,3,8,8,1,680,0,6574,6,0,679,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 12:25:15 599 CST 2024,3,8,8,1,682,0,6574,6,0,681,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 12:25:45 607 CST 2024,3,8,8,1,684,0,6574,6,0,683,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 12:26:15 619 CST 2024,3,8,8,1,686,0,6574,6,0,685,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 12:26:45 632 CST 2024,3,8,8,1,688,0,6574,6,0,687,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,1
Tue Feb 20 12:27:15 641 CST 2024,3,8,8,1,690,0,6574,6,0,689,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
Tue Feb 20 12:27:45 661 CST 2024,3,8,8,1,692,0,6574,6,0,691,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,4
Tue Feb 20 12:28:15 675 CST 2024,3,8,8,1,694,0,6574,6,0,693,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,0
Tue Feb 20 12:28:45 683 CST 2024,3,8,8,1,696,0,6574,6,0,695,2,19165,0,2,3,36352,0,1536,53248,0,0,0,0,0,3
