timestamp,pendingMessageCount,pendingMessageSize,inboundMessageCount,inboundMessageRate,outboundMessageCount,outboundMessageRate,consumerCount,producerCount,queueCount,topicCount,connectionCount,sessionCount,durableCount,diskWriteRate,diskReadRate,syncDBSize,asyncDBSize,msgMem,msgMemPooled,diskWriteOperationsRate,inboundBytesRate,diskReadOperationsRate,outboundBytesRate,routeRecoverCount,RespTime
Fri Feb 16 13:04:23 980 CST 2024,6,6574,558,0,557,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:04:53 988 CST 2024,6,6574,561,0,560,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:05:23 996 CST 2024,6,6574,564,0,563,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:05:54 002 CST 2024,6,6574,567,0,566,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:06:24 018 CST 2024,6,6574,570,0,569,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:06:54 029 CST 2024,6,6574,573,0,572,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:07:24 043 CST 2024,6,6574,576,0,575,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:07:54 050 CST 2024,6,6574,579,0,578,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:08:24 057 CST 2024,6,6574,582,0,581,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:08:54 075 CST 2024,6,6574,585,0,584,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:09:24 081 CST 2024,6,6574,588,0,587,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:09:54 090 CST 2024,6,6574,591,0,590,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:10:24 107 CST 2024,6,6574,594,0,593,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:10:54 123 CST 2024,6,6574,597,0,596,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:11:24 133 CST 2024,6,6574,600,0,599,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:11:54 134 CST 2024,6,6574,603,0,602,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:12:24 148 CST 2024,6,6574,606,0,605,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:12:54 150 CST 2024,6,6574,609,0,608,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:13:24 158 CST 2024,6,6574,612,0,611,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:13:54 161 CST 2024,6,6574,615,0,614,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:14:24 164 CST 2024,6,6574,618,0,617,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:14:54 167 CST 2024,6,6574,621,0,620,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:15:24 179 CST 2024,6,6574,624,0,623,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:15:54 186 CST 2024,6,6574,627,0,626,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,2
Fri Feb 16 13:16:24 197 CST 2024,6,6574,630,0,629,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:16:54 203 CST 2024,6,6574,633,0,632,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,2
Fri Feb 16 13:17:24 207 CST 2024,6,6574,636,0,635,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:17:54 222 CST 2024,6,6574,639,0,638,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:18:24 227 CST 2024,6,6574,642,0,641,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:18:54 231 CST 2024,6,6574,645,0,644,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:19:24 247 CST 2024,6,6574,648,0,647,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:19:54 254 CST 2024,6,6574,651,0,650,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:20:24 258 CST 2024,6,6574,654,0,653,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:20:54 272 CST 2024,6,6574,657,0,656,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:21:24 278 CST 2024,6,6574,660,0,659,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:21:54 295 CST 2024,6,6574,663,0,662,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:22:24 304 CST 2024,6,6574,666,0,665,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:22:54 320 CST 2024,6,6574,669,0,668,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:23:24 325 CST 2024,6,6574,672,0,671,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:23:54 340 CST 2024,6,6574,675,0,674,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:24:24 347 CST 2024,6,6574,678,0,677,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:24:54 355 CST 2024,6,6574,681,0,680,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:25:24 363 CST 2024,6,6574,684,0,683,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:25:54 374 CST 2024,6,6574,687,0,686,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:26:24 388 CST 2024,6,6574,690,0,689,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:26:54 402 CST 2024,6,6574,693,0,692,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:27:24 410 CST 2024,6,6574,696,0,695,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:27:54 421 CST 2024,6,6574,699,0,698,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:28:24 435 CST 2024,6,6574,702,0,701,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:28:54 450 CST 2024,6,6574,705,0,704,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:29:24 457 CST 2024,6,6574,708,0,707,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:29:54 460 CST 2024,6,6574,711,0,710,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:30:24 467 CST 2024,6,6574,714,0,713,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:30:54 478 CST 2024,6,6574,717,0,716,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:31:24 486 CST 2024,6,6574,720,0,719,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:31:54 492 CST 2024,6,6574,723,0,722,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:32:24 502 CST 2024,6,6574,726,0,725,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:32:54 519 CST 2024,6,6574,729,0,728,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:33:24 531 CST 2024,6,6574,732,0,731,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:33:54 541 CST 2024,6,6574,735,0,734,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:34:24 553 CST 2024,6,6574,738,0,737,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:34:54 559 CST 2024,6,6574,741,0,740,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:35:24 570 CST 2024,6,6574,744,0,743,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:35:54 579 CST 2024,6,6574,747,0,746,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:36:24 595 CST 2024,6,6574,750,0,749,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:36:54 598 CST 2024,6,6574,753,0,752,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:37:24 603 CST 2024,6,6574,756,0,755,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:37:54 605 CST 2024,6,6574,759,0,758,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:38:24 613 CST 2024,6,6574,762,0,761,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:38:54 631 CST 2024,6,6574,765,0,764,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:39:24 639 CST 2024,6,6574,768,0,767,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:39:54 650 CST 2024,6,6574,771,0,770,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:40:24 654 CST 2024,6,6574,774,0,773,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:40:54 666 CST 2024,6,6574,777,0,776,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:41:24 671 CST 2024,6,6574,780,0,779,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:41:54 677 CST 2024,6,6574,783,0,782,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:42:24 684 CST 2024,6,6574,786,0,785,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:42:54 691 CST 2024,6,6574,789,0,788,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:43:24 702 CST 2024,6,6574,792,0,791,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:43:54 710 CST 2024,6,6574,795,0,794,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:44:24 717 CST 2024,6,6574,798,0,797,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:44:54 730 CST 2024,6,6574,801,0,800,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:45:24 746 CST 2024,6,6574,804,0,803,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:45:54 757 CST 2024,6,6574,807,0,806,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:46:24 769 CST 2024,6,6574,810,0,809,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:46:54 773 CST 2024,6,6574,813,0,812,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:47:24 788 CST 2024,6,6574,816,0,815,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:47:54 792 CST 2024,6,6574,819,0,818,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:48:24 799 CST 2024,6,6574,822,0,821,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:48:54 802 CST 2024,6,6574,825,0,824,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:49:24 806 CST 2024,6,6574,828,0,827,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:49:54 810 CST 2024,6,6574,831,0,830,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:50:24 814 CST 2024,6,6574,834,0,833,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:50:54 816 CST 2024,6,6574,837,0,836,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:51:24 831 CST 2024,6,6574,840,0,839,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:51:54 846 CST 2024,6,6574,843,0,842,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:52:24 859 CST 2024,6,6574,846,0,845,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:52:54 868 CST 2024,6,6574,849,0,848,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:53:24 880 CST 2024,6,6574,852,0,851,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:53:54 894 CST 2024,6,6574,855,0,854,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:54:24 909 CST 2024,6,6574,858,0,857,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:54:54 920 CST 2024,6,6574,861,0,860,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:55:24 927 CST 2024,6,6574,864,0,863,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:55:54 935 CST 2024,6,6574,867,0,866,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:56:24 951 CST 2024,6,6574,870,0,869,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:56:54 963 CST 2024,6,6574,873,0,872,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:57:24 978 CST 2024,6,6574,876,0,875,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:57:54 986 CST 2024,6,6574,879,0,878,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 13:58:24 991 CST 2024,6,6574,882,0,881,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:58:54 998 CST 2024,6,6574,885,0,884,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:59:25 001 CST 2024,6,6574,888,0,887,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 13:59:55 018 CST 2024,6,6574,891,0,890,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,3
Fri Feb 16 14:00:25 055 CST 2024,6,6574,894,0,893,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,4
Fri Feb 16 14:00:55 069 CST 2024,6,6574,897,0,896,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:01:25 080 CST 2024,6,6574,900,0,899,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:01:55 093 CST 2024,6,6574,903,0,902,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,5
Fri Feb 16 14:02:25 101 CST 2024,6,6574,906,0,905,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:02:55 107 CST 2024,6,6574,909,0,908,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:03:25 110 CST 2024,6,6574,912,0,911,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:03:55 123 CST 2024,6,6574,915,0,914,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:04:25 140 CST 2024,6,6574,918,0,917,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:04:55 155 CST 2024,6,6574,921,0,920,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:05:25 171 CST 2024,6,6574,924,0,923,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:05:55 180 CST 2024,6,6574,927,0,926,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:06:25 190 CST 2024,6,6574,930,0,929,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:06:55 196 CST 2024,6,6574,933,0,932,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:07:25 205 CST 2024,6,6574,936,0,935,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:07:55 209 CST 2024,6,6574,939,0,938,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:08:25 227 CST 2024,6,6574,942,0,941,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:08:55 236 CST 2024,6,6574,945,0,944,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:09:25 242 CST 2024,6,6574,948,0,947,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:09:55 250 CST 2024,6,6574,951,0,950,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:10:25 254 CST 2024,6,6574,954,0,953,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:10:55 261 CST 2024,6,6574,957,0,956,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:11:25 266 CST 2024,6,6574,960,0,959,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:11:55 287 CST 2024,6,6574,963,0,962,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,3
Fri Feb 16 14:12:25 295 CST 2024,6,6574,966,0,965,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:12:55 309 CST 2024,6,6574,969,0,968,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:13:25 326 CST 2024,6,6574,972,0,971,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:13:55 340 CST 2024,6,6574,975,0,974,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:14:25 347 CST 2024,6,6574,978,0,977,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:14:55 356 CST 2024,6,6574,981,0,980,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:15:25 362 CST 2024,6,6574,984,0,983,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:15:55 365 CST 2024,6,6574,987,0,986,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:16:25 374 CST 2024,6,6574,990,0,989,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:16:55 392 CST 2024,6,6574,993,0,992,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:17:25 410 CST 2024,6,6574,996,0,995,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:17:55 421 CST 2024,6,6574,999,0,998,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:18:25 427 CST 2024,6,6574,1002,0,1001,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:18:55 450 CST 2024,6,6574,1005,0,1004,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:19:25 486 CST 2024,6,6574,1008,0,1007,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:19:55 493 CST 2024,6,6574,1011,0,1010,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:20:25 510 CST 2024,6,6574,1014,0,1013,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:20:55 522 CST 2024,6,6574,1017,0,1016,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:21:25 528 CST 2024,6,6574,1020,0,1019,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,2
Fri Feb 16 14:21:55 543 CST 2024,6,6574,1023,0,1022,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:22:25 553 CST 2024,6,6574,1026,0,1025,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:22:55 561 CST 2024,6,6574,1029,0,1028,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:23:25 577 CST 2024,6,6574,1032,0,1031,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,1
Fri Feb 16 14:23:55 589 CST 2024,6,6574,1035,0,1034,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:24:25 595 CST 2024,6,6574,1038,0,1037,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,0
Fri Feb 16 14:24:55 607 CST 2024,6,6574,1041,0,1040,0,3,10,8,8,3,17,3,0,0,2048,36352,24861,53248,0,0,0,0,0,2
Fri Feb 16 14:25:25 613 CST 2024,6,6574,1044,0,1043,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 14:25:55 621 CST 2024,6,6574,1047,0,1046,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 14:26:25 634 CST 2024,6,6574,1050,0,1049,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:26:55 637 CST 2024,6,6574,1053,0,1052,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:27:25 654 CST 2024,6,6574,1056,0,1055,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,4
Fri Feb 16 14:27:55 660 CST 2024,6,6574,1059,0,1058,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:28:25 665 CST 2024,6,6574,1062,0,1061,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:28:55 669 CST 2024,6,6574,1065,0,1064,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:29:25 683 CST 2024,6,6574,1068,0,1067,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 14:29:55 697 CST 2024,6,6574,1071,0,1070,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:30:25 710 CST 2024,6,6574,1074,0,1073,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:30:55 715 CST 2024,6,6574,1077,0,1076,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:31:25 719 CST 2024,6,6574,1080,0,1079,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:31:55 735 CST 2024,6,6574,1083,0,1082,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
