timestamp,pendingMessageCount,pendingMessageSize,inboundMessageCount,inboundMessageRate,outboundMessageCount,outboundMessageRate,consumerCount,producerCount,queueCount,topicCount,connectionCount,sessionCount,durableCount,diskWriteRate,diskReadRate,syncDBSize,asyncDBSize,msgMem,msgMemPooled,diskWriteOperationsRate,inboundBytesRate,diskReadOperationsRate,outboundBytesRate,routeRecoverCount,RespTime
Fri Feb 16 14:32:25 745 CST 2024,6,6574,1086,0,1085,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:32:55 751 CST 2024,6,6574,1089,0,1088,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:33:25 762 CST 2024,6,6574,1092,0,1091,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:33:55 773 CST 2024,6,6574,1095,0,1094,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:34:25 776 CST 2024,6,6574,1098,0,1097,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:34:55 783 CST 2024,6,6574,1101,0,1100,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:35:25 794 CST 2024,6,6574,1104,0,1103,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 14:35:55 801 CST 2024,6,6574,1107,0,1106,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:36:25 819 CST 2024,6,6574,1110,0,1109,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 14:36:55 830 CST 2024,6,6574,1113,0,1112,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:37:25 833 CST 2024,6,6574,1116,0,1115,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:37:55 849 CST 2024,6,6574,1119,0,1118,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:38:25 856 CST 2024,6,6574,1122,0,1121,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:38:55 858 CST 2024,6,6574,1125,0,1124,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:39:25 874 CST 2024,6,6574,1128,0,1127,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:39:55 875 CST 2024,6,6574,1131,0,1130,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:40:25 889 CST 2024,6,6574,1134,0,1133,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:40:55 895 CST 2024,6,6574,1137,0,1136,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:41:25 903 CST 2024,6,6574,1140,0,1139,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:41:55 908 CST 2024,6,6574,1143,0,1142,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:42:25 917 CST 2024,6,6574,1146,0,1145,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:42:55 920 CST 2024,6,6574,1149,0,1148,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:43:25 927 CST 2024,6,6574,1152,0,1151,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:43:55 930 CST 2024,6,6574,1155,0,1154,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:44:25 939 CST 2024,6,6574,1158,0,1157,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:44:55 946 CST 2024,6,6574,1161,0,1160,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:45:25 953 CST 2024,6,6574,1164,0,1163,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:45:55 966 CST 2024,6,6574,1167,0,1166,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:46:25 979 CST 2024,6,6574,1170,0,1169,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:46:55 990 CST 2024,6,6574,1173,0,1172,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:47:26 004 CST 2024,6,6574,1176,0,1175,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:47:56 017 CST 2024,6,6574,1179,0,1178,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:48:26 025 CST 2024,6,6574,1182,0,1181,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:48:56 035 CST 2024,6,6574,1185,0,1184,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:49:26 051 CST 2024,6,6574,1188,0,1187,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:49:56 064 CST 2024,6,6574,1191,0,1190,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 14:50:26 078 CST 2024,6,6574,1194,0,1193,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:50:56 082 CST 2024,6,6574,1197,0,1196,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:51:26 092 CST 2024,6,6574,1200,0,1199,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 14:51:56 107 CST 2024,6,6574,1203,0,1202,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:52:26 111 CST 2024,6,6574,1206,0,1205,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:52:56 127 CST 2024,6,6574,1209,0,1208,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:53:26 139 CST 2024,6,6574,1212,0,1211,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:53:56 147 CST 2024,6,6574,1215,0,1214,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:54:26 161 CST 2024,6,6574,1218,0,1217,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:54:56 165 CST 2024,6,6574,1221,0,1220,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:55:26 180 CST 2024,6,6574,1224,0,1223,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:55:56 189 CST 2024,6,6574,1227,0,1226,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:56:26 206 CST 2024,6,6574,1230,0,1229,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:56:56 210 CST 2024,6,6574,1233,0,1232,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 14:57:26 235 CST 2024,6,6574,1236,0,1235,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 14:57:56 248 CST 2024,6,6574,1239,0,1238,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:58:26 271 CST 2024,6,6574,1242,0,1241,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 14:58:56 285 CST 2024,6,6574,1245,0,1244,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:59:26 289 CST 2024,6,6574,1248,0,1247,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 14:59:56 295 CST 2024,6,6574,1251,0,1250,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:00:26 304 CST 2024,6,6574,1254,0,1253,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:00:56 308 CST 2024,6,6574,1257,0,1256,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:01:26 313 CST 2024,6,6574,1260,0,1259,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:01:56 325 CST 2024,6,6574,1263,0,1262,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:02:26 334 CST 2024,6,6574,1266,0,1265,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:02:56 341 CST 2024,6,6574,1269,0,1268,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:03:26 345 CST 2024,6,6574,1272,0,1271,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:03:56 353 CST 2024,6,6574,1275,0,1274,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:04:26 404 CST 2024,6,6574,1278,0,1277,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:04:56 407 CST 2024,6,6574,1281,0,1280,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:05:26 421 CST 2024,6,6574,1284,0,1283,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:05:56 436 CST 2024,6,6574,1287,0,1286,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:06:26 451 CST 2024,6,6574,1290,0,1289,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:06:56 453 CST 2024,6,6574,1293,0,1292,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:07:26 465 CST 2024,6,6574,1296,0,1295,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:07:56 473 CST 2024,6,6574,1299,0,1298,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:08:26 485 CST 2024,6,6574,1302,0,1301,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:08:56 496 CST 2024,6,6574,1305,0,1304,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:09:26 506 CST 2024,6,6574,1308,0,1307,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:09:56 518 CST 2024,6,6574,1311,0,1310,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:10:26 535 CST 2024,6,6574,1314,0,1313,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 15:10:56 541 CST 2024,6,6574,1317,0,1316,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:11:26 556 CST 2024,6,6574,1320,0,1319,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:11:56 562 CST 2024,6,6574,1323,0,1322,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:12:26 584 CST 2024,6,6574,1326,0,1325,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:12:56 599 CST 2024,6,6574,1329,0,1328,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:13:26 613 CST 2024,6,6574,1332,0,1331,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:13:56 629 CST 2024,6,6574,1335,0,1334,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:14:26 638 CST 2024,6,6574,1338,0,1337,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 15:14:56 655 CST 2024,6,6574,1341,0,1340,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:15:26 671 CST 2024,6,6574,1344,0,1343,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,5
Fri Feb 16 15:15:56 678 CST 2024,6,6574,1347,0,1346,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:16:26 696 CST 2024,6,6574,1350,0,1349,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:16:56 702 CST 2024,6,6574,1353,0,1352,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:17:26 705 CST 2024,6,6574,1356,0,1355,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:17:56 711 CST 2024,6,6574,1359,0,1358,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:18:26 728 CST 2024,6,6574,1362,0,1361,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:18:56 740 CST 2024,6,6574,1365,0,1364,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:19:26 759 CST 2024,6,6574,1368,0,1367,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,7
Fri Feb 16 15:19:56 772 CST 2024,6,6574,1371,0,1370,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:20:26 787 CST 2024,6,6574,1374,0,1373,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:20:56 805 CST 2024,6,6574,1377,0,1376,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:21:26 819 CST 2024,6,6574,1380,0,1379,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:21:56 823 CST 2024,6,6574,1383,0,1382,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:22:26 841 CST 2024,6,6574,1386,0,1385,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:22:56 848 CST 2024,6,6574,1389,0,1388,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:23:26 861 CST 2024,6,6574,1392,0,1391,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 15:23:56 864 CST 2024,6,6574,1395,0,1394,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:24:26 872 CST 2024,6,6574,1398,0,1397,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:24:56 877 CST 2024,6,6574,1401,0,1400,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:25:26 887 CST 2024,6,6574,1404,0,1403,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:25:56 895 CST 2024,6,6574,1407,0,1406,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:26:26 908 CST 2024,6,6574,1410,0,1409,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:26:56 921 CST 2024,6,6574,1413,0,1412,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:27:26 927 CST 2024,6,6574,1416,0,1415,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:27:56 944 CST 2024,6,6574,1419,0,1418,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:28:26 949 CST 2024,6,6574,1422,0,1421,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:28:56 956 CST 2024,6,6574,1425,0,1424,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:29:26 962 CST 2024,6,6574,1428,0,1427,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:29:56 976 CST 2024,6,6574,1431,0,1430,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:30:26 984 CST 2024,6,6574,1434,0,1433,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:30:56 994 CST 2024,6,6574,1437,0,1436,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:31:26 996 CST 2024,6,6574,1440,0,1439,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:31:57 009 CST 2024,6,6574,1443,0,1442,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:32:27 025 CST 2024,6,6574,1446,0,1445,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:32:57 031 CST 2024,6,6574,1449,0,1448,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:33:27 040 CST 2024,6,6574,1452,0,1451,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:33:57 049 CST 2024,6,6574,1455,0,1454,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:34:27 060 CST 2024,6,6574,1458,0,1457,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:34:57 069 CST 2024,6,6574,1461,0,1460,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:35:27 089 CST 2024,6,6574,1464,0,1463,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 15:35:57 101 CST 2024,6,6574,1467,0,1466,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:36:27 112 CST 2024,6,6574,1470,0,1469,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:36:57 122 CST 2024,6,6574,1473,0,1472,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:37:27 128 CST 2024,6,6574,1476,0,1475,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:37:57 130 CST 2024,6,6574,1479,0,1478,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:38:27 142 CST 2024,6,6574,1482,0,1481,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:38:57 149 CST 2024,6,6574,1485,0,1484,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:39:27 162 CST 2024,6,6574,1488,0,1487,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:39:57 172 CST 2024,6,6574,1491,0,1490,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 15:40:27 186 CST 2024,6,6574,1494,0,1493,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:40:57 199 CST 2024,6,6574,1497,0,1496,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:41:27 203 CST 2024,6,6574,1500,0,1499,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:41:57 208 CST 2024,6,6574,1503,0,1502,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:42:27 222 CST 2024,6,6574,1506,0,1505,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 15:42:57 234 CST 2024,6,6574,1509,0,1508,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:43:27 245 CST 2024,6,6574,1512,0,1511,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:43:57 251 CST 2024,6,6574,1515,0,1514,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:44:27 255 CST 2024,6,6574,1518,0,1517,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:44:57 265 CST 2024,6,6574,1521,0,1520,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:45:27 278 CST 2024,6,6574,1524,0,1523,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:45:57 286 CST 2024,6,6574,1527,0,1526,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:46:27 297 CST 2024,6,6574,1530,0,1529,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:46:57 299 CST 2024,6,6574,1533,0,1532,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:47:27 308 CST 2024,6,6574,1536,0,1535,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,3
Fri Feb 16 15:47:57 322 CST 2024,6,6574,1539,0,1538,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:48:27 339 CST 2024,6,6574,1542,0,1541,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 15:48:57 341 CST 2024,6,6574,1545,0,1544,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:49:27 356 CST 2024,6,6574,1548,0,1547,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,4
Fri Feb 16 15:49:57 360 CST 2024,6,6574,1551,0,1550,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:50:27 372 CST 2024,6,6574,1554,0,1553,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:50:57 385 CST 2024,6,6574,1557,0,1556,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:51:27 389 CST 2024,6,6574,1560,0,1559,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 15:51:57 404 CST 2024,6,6574,1563,0,1562,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:52:27 410 CST 2024,6,6574,1566,0,1565,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:52:57 434 CST 2024,6,6574,1569,0,1568,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:53:27 449 CST 2024,6,6574,1572,0,1571,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:53:57 462 CST 2024,6,6574,1575,0,1574,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:54:27 474 CST 2024,6,6574,1578,0,1577,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,0
Fri Feb 16 15:54:57 488 CST 2024,6,6574,1581,0,1580,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,5
Fri Feb 16 15:55:27 494 CST 2024,6,6574,1584,0,1583,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 15:55:57 503 CST 2024,6,6574,1587,0,1586,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
Fri Feb 16 15:56:27 521 CST 2024,6,6574,1590,0,1589,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:56:57 536 CST 2024,6,6574,1593,0,1592,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:57:27 539 CST 2024,6,6574,1596,0,1595,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,1
Fri Feb 16 15:57:57 555 CST 2024,6,6574,1599,0,1598,0,3,10,8,8,3,17,3,0,0,2048,36352,24862,53248,0,0,0,0,0,2
