timestamp,durableCount,diskReadRate,msgMem,sessionCount,syncDBSize,asyncDBSize,diskWriteRate,topicCount,consumerCount,producerCount,queueCount,pendingMessageCount,largeDestCount,connectionCount,inboundMessageCount,pendingMessageSize,outboundMessageRate,outboundMessageCount,inboundMessageRate,msgMemPooled,inboundBytesRate,outboundBytesRate,diskReadOperationsRate,diskWriteOperationsRate,adminConnectionCount,clientConnectionCount,routeRecoverCount,RespTime
Mon Sep 02 12:55:56 730 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1080,0,0,1079,0,53248,0,0,0,0,-1,-1,0,1
Mon Sep 02 12:56:26 733 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1083,0,0,1082,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 12:56:56 736 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1086,0,0,1085,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 12:57:26 740 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1089,0,0,1088,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 12:57:56 743 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1092,0,0,1091,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 12:58:26 747 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1095,0,0,1094,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 12:58:56 750 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1098,0,0,1097,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 12:59:26 753 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1101,0,0,1100,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 12:59:56 755 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1104,0,0,1103,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:00:26 759 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1107,0,0,1106,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:00:56 763 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1110,0,0,1109,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:01:26 765 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1113,0,0,1112,0,53248,0,0,0,0,-1,-1,0,1
Mon Sep 02 13:01:56 769 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1116,0,0,1115,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:02:26 772 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1119,0,0,1118,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:02:56 776 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1122,0,0,1121,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:03:26 779 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1125,0,0,1124,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:03:56 779 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1128,0,0,1127,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:04:26 784 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1131,0,0,1130,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:04:56 785 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1134,0,0,1133,0,53248,0,0,0,0,-1,-1,0,1
Mon Sep 02 13:05:26 789 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1137,0,0,1136,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:05:56 792 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1140,0,0,1139,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:06:26 796 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1143,0,0,1142,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:06:56 800 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1146,0,0,1145,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:07:26 803 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1149,0,0,1148,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:07:56 804 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1152,0,0,1151,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:08:26 807 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1155,0,0,1154,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:08:56 810 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1158,0,0,1157,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:09:26 813 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1161,0,0,1160,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:09:56 817 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1164,0,0,1163,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:10:26 820 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1167,0,0,1166,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:10:56 824 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1170,0,0,1169,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:11:26 827 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1173,0,0,1172,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:11:56 828 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1176,0,0,1175,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:12:26 832 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1179,0,0,1178,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:12:56 836 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1182,0,0,1181,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:13:26 840 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1185,0,0,1184,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:13:56 843 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1188,0,0,1187,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:14:26 848 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1191,0,0,1190,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:14:56 852 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1194,0,0,1193,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:15:26 855 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1197,0,0,1196,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:15:56 857 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1200,0,0,1199,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:16:26 860 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1203,0,0,1202,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:16:56 865 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1206,0,0,1205,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:17:26 868 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1209,0,0,1208,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:17:56 871 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1212,0,0,1211,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:18:26 874 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1215,0,0,1214,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:18:56 877 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1218,0,0,1217,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:19:26 881 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1221,0,0,1220,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:19:56 883 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1224,0,0,1223,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:20:26 886 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1227,0,0,1226,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:20:56 889 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1230,0,0,1229,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:21:26 892 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1233,0,0,1232,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:21:56 895 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1236,0,0,1235,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:22:26 898 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1239,0,0,1238,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:22:56 902 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1242,0,0,1241,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:23:26 905 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1245,0,0,1244,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:23:56 905 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1248,0,0,1247,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:24:26 907 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1251,0,0,1250,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:24:56 909 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1254,0,0,1253,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:25:26 911 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1257,0,0,1256,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:25:56 913 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1260,0,0,1259,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:26:26 915 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1263,0,0,1262,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:26:56 916 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1266,0,0,1265,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:27:26 917 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1269,0,0,1268,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:27:56 919 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1272,0,0,1271,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:28:26 921 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1275,0,0,1274,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:28:56 922 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1278,0,0,1277,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:29:26 924 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1281,0,0,1280,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:29:56 926 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1284,0,0,1283,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:30:26 928 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1287,0,0,1286,0,53248,0,0,0,0,-1,-1,0,1
Mon Sep 02 13:30:56 930 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1290,0,0,1289,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:31:26 931 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1293,0,0,1292,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:31:56 933 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1296,0,0,1295,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:32:26 935 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1299,0,0,1298,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:32:56 937 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1302,0,0,1301,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:33:26 938 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1305,0,0,1304,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:33:56 940 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1308,0,0,1307,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:34:26 942 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1311,0,0,1310,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:34:56 943 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1314,0,0,1313,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:35:26 945 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1317,0,0,1316,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:35:56 947 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1320,0,0,1319,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:36:26 948 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1323,0,0,1322,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:36:56 950 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1326,0,0,1325,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:37:26 952 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1329,0,0,1328,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:37:56 954 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1332,0,0,1331,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:38:26 954 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1335,0,0,1334,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:38:56 957 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1338,0,0,1337,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:39:26 959 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1341,0,0,1340,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:39:56 961 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1344,0,0,1343,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:40:26 961 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1347,0,0,1346,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:40:56 967 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1350,0,0,1349,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:41:26 969 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1353,0,0,1352,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:41:56 971 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1356,0,0,1355,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:42:26 973 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1359,0,0,1358,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:42:56 976 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1362,0,0,1361,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:43:26 980 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1365,0,0,1364,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:43:56 984 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1368,0,0,1367,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:44:26 987 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1371,0,0,1370,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:44:56 990 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1374,0,0,1373,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:45:26 993 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1377,0,0,1376,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:45:56 995 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1380,0,0,1379,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:46:27 000 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1383,0,0,1382,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:46:57 004 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1386,0,0,1385,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:47:27 007 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1389,0,0,1388,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:47:57 011 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1392,0,0,1391,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:48:27 015 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1395,0,0,1394,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:48:57 019 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1398,0,0,1397,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:49:27 022 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1401,0,0,1400,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:49:57 022 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1404,0,0,1403,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:50:27 027 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1407,0,0,1406,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:50:57 030 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1410,0,0,1409,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:51:27 033 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1413,0,0,1412,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:51:57 037 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1416,0,0,1415,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:52:27 038 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1419,0,0,1418,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:52:57 042 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1422,0,0,1421,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:53:27 045 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1425,0,0,1424,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:53:57 045 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1428,0,0,1427,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:54:27 049 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1431,0,0,1430,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:54:57 053 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1434,0,0,1433,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:55:27 057 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1437,0,0,1436,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:55:57 060 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1440,0,0,1439,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:56:27 063 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1443,0,0,1442,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:56:57 067 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1446,0,0,1445,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:57:27 069 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1449,0,0,1448,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:57:57 070 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1452,0,0,1451,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 13:58:27 074 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1455,0,0,1454,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:58:57 078 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1458,0,0,1457,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:59:27 081 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1461,0,0,1460,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 13:59:57 085 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1464,0,0,1463,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:00:27 088 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1467,0,0,1466,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:00:57 092 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1470,0,0,1469,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:01:27 095 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1473,0,0,1472,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:01:57 099 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1476,0,0,1475,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:02:27 102 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1479,0,0,1478,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:02:57 107 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1482,0,0,1481,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:03:27 110 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1485,0,0,1484,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:03:57 114 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1488,0,0,1487,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:04:27 118 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1491,0,0,1490,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:04:57 121 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1494,0,0,1493,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:05:27 124 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1497,0,0,1496,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:05:57 127 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1500,0,0,1499,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:06:27 130 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1503,0,0,1502,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:06:57 135 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1506,0,0,1505,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:07:27 138 BST 2019,0,0,18522,3,1536,4608,0,5,2,1,9,0,0,2,1509,0,0,1508,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:07:57 142 BST 2019,0,0,12863,1,1536,4608,0,5,1,1,9,0,0,1,1512,0,0,1511,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:08:27 144 BST 2019,0,0,12863,1,1536,4608,0,5,1,1,9,0,0,1,1515,0,0,1514,0,53248,0,0,0,0,-1,-1,0,1
Mon Sep 02 14:08:57 146 BST 2019,0,0,12863,1,1536,4608,0,5,1,1,9,0,0,1,1518,0,0,1517,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 14:09:27 150 BST 2019,0,0,12863,1,1536,4608,0,5,1,1,9,0,0,1,1521,0,0,1520,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:09:57 153 BST 2019,0,0,12863,1,1536,4608,0,5,1,1,9,0,0,1,1524,0,0,1523,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:10:27 157 BST 2019,0,0,12863,1,1536,4608,0,5,1,1,9,0,0,1,1527,0,0,1526,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:10:57 160 BST 2019,0,0,12863,1,1536,4608,0,5,1,1,9,0,0,1,1530,0,0,1529,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:11:27 163 BST 2019,0,0,12863,1,1536,4608,0,5,1,1,9,0,0,1,1533,0,0,1532,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:11:57 168 BST 2019,0,0,12863,1,1536,4608,0,5,1,1,9,0,0,1,1536,0,0,1535,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:12:27 169 BST 2019,0,0,12863,1,1536,4608,0,5,1,1,9,0,0,1,1539,0,0,1538,0,53248,0,0,0,0,-1,-1,0,0
Mon Sep 02 14:12:57 171 BST 2019,0,0,12863,1,1536,4608,0,5,1,1,9,0,0,1,1542,0,0,1541,0,53248,0,0,0,0,-1,-1,0,1
Mon Sep 02 14:13:27 175 BST 2019,0,0,12863,1,1536,4608,0,5,1,1,9,0,0,1,1545,0,0,1544,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:13:57 178 BST 2019,0,0,12863,1,1536,4608,0,5,1,1,9,0,0,1,1548,0,0,1547,0,53248,0,0,0,0,-1,-1,0,2
Mon Sep 02 14:14:27 182 BST 2019,0,0,12863,1,1536,4608,0,5,1,1,9,0,0,1,1551,0,0,1550,0,53248,0,0,0,0,-1,-1,0,2
