timestamp,largeDestCount,inboundMessageRate,pendingMessageSize,connectionCount,inboundMessageCount,outboundMessageRate,pendingMessageCount,outboundMessageCount,sessionCount,durableCount,diskWriteRate,asyncDBSize,syncDBSize,diskReadRate,msgMem,queueCount,producerCount,topicCount,consumerCount,msgMemPooled,routeRecoverCount,outboundBytesRate,diskReadOperationsRate,clientConnectionCount,inboundBytesRate,adminConnectionCount,diskWriteOperationsRate,RespTime
Tue Sep 03 13:46:29 627 BST 2019,0,0,0,2,3656,0,0,3655,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:46:59 631 BST 2019,0,0,0,2,3659,0,0,3658,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:47:29 634 BST 2019,0,0,0,2,3662,0,0,3661,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:47:59 636 BST 2019,0,0,0,2,3665,0,0,3664,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 13:48:29 647 BST 2019,0,0,0,2,3668,0,0,3667,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:48:59 650 BST 2019,0,0,0,2,3671,0,0,3670,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:49:29 653 BST 2019,0,0,0,2,3674,0,0,3673,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:49:59 658 BST 2019,0,0,0,2,3677,0,0,3676,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:50:29 670 BST 2019,0,0,0,2,3680,0,0,3679,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:50:59 675 BST 2019,0,0,0,2,3683,0,0,3682,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:51:29 678 BST 2019,0,0,0,2,3686,0,0,3685,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:51:59 693 BST 2019,0,0,0,2,3689,0,0,3688,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 13:52:29 711 BST 2019,0,0,0,2,3692,0,0,3691,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:52:59 712 BST 2019,0,0,0,2,3695,0,0,3694,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:53:29 722 BST 2019,0,0,0,2,3698,0,0,3697,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:53:59 725 BST 2019,0,0,0,2,3701,0,0,3700,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:54:29 729 BST 2019,0,0,0,2,3704,0,0,3703,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:54:59 752 BST 2019,0,0,0,2,3707,0,0,3706,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:55:29 754 BST 2019,0,0,0,2,3710,0,0,3709,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:55:59 756 BST 2019,0,0,0,2,3713,0,0,3712,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 13:56:29 760 BST 2019,0,0,0,2,3716,0,0,3715,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:56:59 763 BST 2019,0,0,0,2,3719,0,0,3718,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:57:29 767 BST 2019,0,0,0,2,3722,0,0,3721,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:57:59 770 BST 2019,0,0,0,2,3725,0,0,3724,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:58:29 774 BST 2019,0,0,0,2,3728,0,0,3727,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:58:59 779 BST 2019,0,0,0,2,3731,0,0,3730,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 13:59:29 782 BST 2019,0,0,0,2,3734,0,0,3733,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 13:59:59 785 BST 2019,0,0,0,2,3737,0,0,3736,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:00:29 788 BST 2019,0,0,0,2,3740,0,0,3739,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:00:59 791 BST 2019,0,0,0,2,3743,0,0,3742,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:01:29 795 BST 2019,0,0,0,2,3746,0,0,3745,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:01:59 802 BST 2019,0,0,0,2,3749,0,0,3748,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,3
Tue Sep 03 14:02:29 805 BST 2019,0,0,0,2,3752,0,0,3751,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:02:59 808 BST 2019,0,0,0,2,3755,0,0,3754,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:03:29 824 BST 2019,0,0,0,2,3758,0,0,3757,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:03:59 828 BST 2019,0,0,0,2,3761,0,0,3760,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:04:29 831 BST 2019,0,0,0,2,3764,0,0,3763,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:04:59 836 BST 2019,0,0,0,2,3767,0,0,3766,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:05:29 839 BST 2019,0,0,0,2,3770,0,0,3769,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:05:59 843 BST 2019,0,0,0,2,3773,0,0,3772,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:06:29 851 BST 2019,0,0,0,2,3776,0,0,3775,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:06:59 854 BST 2019,0,0,0,2,3779,0,0,3778,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:07:29 856 BST 2019,0,0,0,2,3782,0,0,3781,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 14:07:59 858 BST 2019,0,0,0,2,3785,0,0,3784,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 14:08:29 859 BST 2019,0,0,0,2,3788,0,0,3787,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:08:59 861 BST 2019,0,0,0,2,3791,0,0,3790,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:09:29 863 BST 2019,0,0,0,2,3794,0,0,3793,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:09:59 868 BST 2019,0,0,0,2,3797,0,0,3796,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:10:29 871 BST 2019,0,0,0,2,3800,0,0,3799,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:10:59 875 BST 2019,0,0,0,2,3803,0,0,3802,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:11:29 879 BST 2019,0,0,0,2,3806,0,0,3805,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:11:59 883 BST 2019,0,0,0,2,3809,0,0,3808,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:12:29 885 BST 2019,0,0,0,2,3812,0,0,3811,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:12:59 888 BST 2019,0,0,0,2,3815,0,0,3814,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:13:29 892 BST 2019,0,0,0,2,3818,0,0,3817,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:13:59 895 BST 2019,0,0,0,2,3821,0,0,3820,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:14:29 898 BST 2019,0,0,0,2,3824,0,0,3823,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:14:59 903 BST 2019,0,0,0,2,3827,0,0,3826,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:15:29 912 BST 2019,0,0,0,2,3830,0,0,3829,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:15:59 926 BST 2019,0,0,0,2,3833,0,0,3832,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 14:16:29 932 BST 2019,0,0,0,2,3836,0,0,3835,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:16:59 933 BST 2019,0,0,0,2,3839,0,0,3838,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:17:29 937 BST 2019,0,0,0,2,3842,0,0,3841,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:17:59 948 BST 2019,0,0,0,2,3845,0,0,3844,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:18:29 952 BST 2019,0,0,0,2,3848,0,0,3847,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:18:59 960 BST 2019,0,0,0,2,3851,0,0,3850,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:19:29 968 BST 2019,0,0,0,2,3854,0,0,3853,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,20
Tue Sep 03 14:19:59 979 BST 2019,0,0,0,2,3857,0,0,3856,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:20:29 982 BST 2019,0,0,0,2,3860,0,0,3859,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:20:59 984 BST 2019,0,0,0,2,3863,0,0,3862,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:21:29 987 BST 2019,0,0,0,2,3866,0,0,3865,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:21:59 990 BST 2019,0,0,0,2,3869,0,0,3868,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:22:29 992 BST 2019,0,0,0,2,3872,0,0,3871,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 14:22:59 993 BST 2019,0,0,0,2,3875,0,0,3874,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:23:29 995 BST 2019,0,0,0,2,3878,0,0,3877,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:23:59 996 BST 2019,0,0,0,2,3881,0,0,3880,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:24:29 998 BST 2019,0,0,0,2,3884,0,0,3883,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:24:59 999 BST 2019,0,0,0,2,3887,0,0,3886,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:25:30 002 BST 2019,0,0,0,2,3890,0,0,3889,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 14:26:00 015 BST 2019,0,0,0,2,3893,0,0,3892,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:26:30 017 BST 2019,0,0,0,2,3896,0,0,3895,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 14:27:00 017 BST 2019,0,0,0,2,3899,0,0,3898,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:27:30 021 BST 2019,0,0,0,2,3902,0,0,3901,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:28:00 024 BST 2019,0,0,0,2,3905,0,0,3904,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:28:30 028 BST 2019,0,0,0,2,3908,0,0,3907,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:29:00 031 BST 2019,0,0,0,2,3911,0,0,3910,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:29:30 034 BST 2019,0,0,0,2,3914,0,0,3913,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:30:00 037 BST 2019,0,0,0,2,3917,0,0,3916,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:30:30 041 BST 2019,0,0,0,2,3920,0,0,3919,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:31:00 057 BST 2019,0,0,0,2,3923,0,0,3922,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:31:30 067 BST 2019,0,0,0,2,3926,0,0,3925,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:32:00 076 BST 2019,0,0,0,2,3929,0,0,3928,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:32:30 079 BST 2019,0,0,0,2,3932,0,0,3931,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:33:00 080 BST 2019,0,0,0,2,3935,0,0,3934,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 14:33:30 084 BST 2019,0,0,0,2,3938,0,0,3937,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 14:34:00 087 BST 2019,0,0,0,2,3941,0,0,3940,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:34:30 091 BST 2019,0,0,0,2,3944,0,0,3943,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:35:00 093 BST 2019,0,0,0,2,3947,0,0,3946,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 14:35:30 096 BST 2019,0,0,0,2,3950,0,0,3949,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 14:36:00 098 BST 2019,0,0,0,2,3953,0,0,3952,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:36:30 102 BST 2019,0,0,0,2,3956,0,0,3955,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:37:00 105 BST 2019,0,0,0,2,3959,0,0,3958,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:37:30 106 BST 2019,0,0,0,2,3962,0,0,3961,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:38:00 108 BST 2019,0,0,0,2,3965,0,0,3964,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 14:38:30 111 BST 2019,0,0,0,2,3968,0,0,3967,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:39:00 114 BST 2019,0,0,0,2,3971,0,0,3970,2,0,0,3584,1536,0,17529,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 14:39:30 118 BST 2019,0,1,0,2,3982,1,0,3981,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,244,0,-1,204,-1,0,2
Tue Sep 03 14:40:00 120 BST 2019,0,0,0,2,3985,0,0,3984,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:40:30 120 BST 2019,0,0,0,2,3988,0,0,3987,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:41:00 122 BST 2019,0,0,0,2,3991,0,0,3990,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:41:30 126 BST 2019,0,0,0,2,3994,0,0,3993,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:42:00 129 BST 2019,0,0,0,2,3997,0,0,3996,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:42:30 132 BST 2019,0,0,0,2,4000,0,0,3999,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:43:00 136 BST 2019,0,0,0,2,4003,0,0,4002,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:43:30 139 BST 2019,0,0,0,2,4006,0,0,4005,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:44:00 140 BST 2019,0,0,0,2,4009,0,0,4008,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 14:44:30 142 BST 2019,0,0,0,2,4012,0,0,4011,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:45:00 147 BST 2019,0,0,0,2,4015,0,0,4014,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:45:30 151 BST 2019,0,0,0,2,4018,0,0,4017,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:46:00 154 BST 2019,0,0,0,2,4021,0,0,4020,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 14:46:30 156 BST 2019,0,0,0,2,4024,0,0,4023,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 14:47:00 159 BST 2019,0,0,0,2,4027,0,0,4026,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:47:30 162 BST 2019,0,0,0,2,4030,0,0,4029,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:48:00 164 BST 2019,0,0,0,2,4033,0,0,4032,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:48:30 167 BST 2019,0,0,0,2,4036,0,0,4035,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:49:00 169 BST 2019,0,0,0,2,4039,0,0,4038,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:49:30 170 BST 2019,0,0,0,2,4042,0,0,4041,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:50:00 172 BST 2019,0,0,0,2,4045,0,0,4044,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:50:30 176 BST 2019,0,0,0,2,4048,0,0,4047,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:51:00 179 BST 2019,0,0,0,2,4051,0,0,4050,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:51:30 180 BST 2019,0,0,0,2,4054,0,0,4053,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:52:00 182 BST 2019,0,0,0,2,4057,0,0,4056,2,0,0,3584,1536,0,18588,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:52:30 190 BST 2019,0,0,0,3,4064,0,0,4063,4,0,0,3072,1536,0,23188,10,1,7,4,53248,0,0,0,-1,0,-1,0,7
Tue Sep 03 14:53:00 191 BST 2019,0,0,0,3,4067,0,0,4066,4,0,0,3072,1536,0,23188,10,1,7,4,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:53:30 192 BST 2019,0,0,0,3,4070,0,0,4069,4,0,0,3072,1536,0,23188,10,1,7,4,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:54:00 195 BST 2019,0,0,0,3,4073,0,0,4072,4,0,0,3072,1536,0,23188,10,1,7,4,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 14:54:30 197 BST 2019,0,0,0,3,4076,0,0,4075,4,0,0,3072,1536,0,23188,10,1,7,4,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 14:55:00 201 BST 2019,0,0,0,3,4079,0,0,4078,4,0,0,3072,1536,0,23188,10,1,7,4,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:55:30 204 BST 2019,0,0,0,3,4082,0,0,4081,4,0,0,3072,1536,0,23188,10,1,7,4,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:56:00 207 BST 2019,0,0,0,3,4085,0,0,4084,4,0,0,3072,1536,0,23188,10,1,7,4,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:56:30 209 BST 2019,0,0,0,3,4088,0,0,4087,4,0,0,3072,1536,0,23188,10,1,7,4,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:57:00 214 BST 2019,0,0,0,2,4092,0,0,4091,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:57:30 216 BST 2019,0,0,0,2,4095,0,0,4094,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 14:58:00 220 BST 2019,0,0,0,2,4098,0,0,4097,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:58:30 223 BST 2019,0,0,0,2,4101,0,0,4100,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 14:59:00 225 BST 2019,0,0,0,2,4104,0,0,4103,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 14:59:30 230 BST 2019,0,0,0,2,4107,0,0,4106,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:00:00 233 BST 2019,0,0,0,2,4110,0,0,4109,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:00:30 236 BST 2019,0,0,0,2,4113,0,0,4112,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:01:00 240 BST 2019,0,0,0,2,4116,0,0,4115,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:01:30 245 BST 2019,0,0,0,2,4119,0,0,4118,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:02:00 250 BST 2019,0,0,0,2,4122,0,0,4121,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:02:30 254 BST 2019,0,0,0,2,4125,0,0,4124,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:03:00 257 BST 2019,0,0,0,2,4128,0,0,4127,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:03:30 258 BST 2019,0,0,0,2,4131,0,0,4130,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 15:04:00 260 BST 2019,0,0,0,2,4134,0,0,4133,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 15:04:30 263 BST 2019,0,0,0,2,4137,0,0,4136,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:05:00 267 BST 2019,0,0,0,2,4140,0,0,4139,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
