timestamp,largeDestCount,inboundMessageRate,pendingMessageSize,connectionCount,inboundMessageCount,outboundMessageRate,pendingMessageCount,outboundMessageCount,sessionCount,durableCount,diskWriteRate,asyncDBSize,syncDBSize,diskReadRate,msgMem,queueCount,producerCount,topicCount,consumerCount,msgMemPooled,routeRecoverCount,outboundBytesRate,diskReadOperationsRate,clientConnectionCount,inboundBytesRate,adminConnectionCount,diskWriteOperationsRate,RespTime
Tue Sep 03 15:05:30 270 BST 2019,0,0,0,2,4143,0,0,4142,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:06:00 274 BST 2019,0,0,0,2,4146,0,0,4145,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:06:30 275 BST 2019,0,0,0,2,4149,0,0,4148,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:07:00 288 BST 2019,0,0,0,2,4152,0,0,4151,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 15:07:30 290 BST 2019,0,0,0,2,4155,0,0,4154,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:08:00 293 BST 2019,0,0,0,2,4158,0,0,4157,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:08:30 296 BST 2019,0,0,0,2,4161,0,0,4160,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 15:09:00 298 BST 2019,0,0,0,2,4164,0,0,4163,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 15:09:30 301 BST 2019,0,0,0,2,4167,0,0,4166,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:10:00 304 BST 2019,0,0,0,2,4170,0,0,4169,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:10:30 307 BST 2019,0,0,0,2,4173,0,0,4172,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:11:00 309 BST 2019,0,0,0,2,4176,0,0,4175,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:11:30 311 BST 2019,0,0,0,2,4179,0,0,4178,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 15:12:00 312 BST 2019,0,0,0,2,4182,0,0,4181,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:12:30 316 BST 2019,0,0,0,2,4185,0,0,4184,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:13:00 317 BST 2019,0,0,0,2,4188,0,0,4187,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:13:30 318 BST 2019,0,0,0,2,4191,0,0,4190,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:14:00 319 BST 2019,0,0,0,2,4194,0,0,4193,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:14:30 324 BST 2019,0,0,0,2,4197,0,0,4196,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:15:00 329 BST 2019,0,0,0,2,4200,0,0,4199,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:15:30 334 BST 2019,0,0,0,2,4203,0,0,4202,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:16:00 339 BST 2019,0,0,0,2,4206,0,0,4205,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:16:30 343 BST 2019,0,0,0,2,4209,0,0,4208,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:17:00 348 BST 2019,0,0,0,2,4212,0,0,4211,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:17:30 351 BST 2019,0,0,0,2,4215,0,0,4214,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:18:00 352 BST 2019,0,0,0,2,4218,0,0,4217,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 15:18:30 355 BST 2019,0,0,0,2,4221,0,0,4220,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 15:19:00 357 BST 2019,0,0,0,2,4224,0,0,4223,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:19:30 360 BST 2019,0,0,0,2,4227,0,0,4226,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:20:00 363 BST 2019,0,0,0,2,4230,0,0,4229,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:20:30 367 BST 2019,0,0,0,2,4233,0,0,4232,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:21:00 369 BST 2019,0,0,0,2,4236,0,0,4235,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:21:30 370 BST 2019,0,0,0,2,4239,0,0,4238,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:22:00 370 BST 2019,0,0,0,2,4242,0,0,4241,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:22:30 375 BST 2019,0,0,0,2,4245,0,0,4244,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:23:00 379 BST 2019,0,0,0,2,4248,0,0,4247,2,0,0,3072,1536,0,18423,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 15:23:30 381 BST 2019,0,0,0,2,4251,0,0,4250,2,0,0,3072,1536,0,18424,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 15:24:00 385 BST 2019,0,0,0,2,4254,0,0,4253,2,0,0,3072,1536,0,18424,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:24:30 387 BST 2019,0,0,0,2,4257,0,0,4256,2,0,0,3072,1536,0,18424,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:25:00 389 BST 2019,0,0,0,2,4260,0,0,4259,2,0,0,3072,1536,0,18424,10,1,7,3,53248,0,0,0,-1,0,-1,0,1
Tue Sep 03 15:25:30 390 BST 2019,0,0,0,2,4263,0,0,4262,2,0,0,3072,1536,0,18424,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:26:00 393 BST 2019,0,0,0,2,4266,0,0,4265,2,0,0,3072,1536,0,18424,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:26:30 397 BST 2019,0,0,0,2,4269,0,0,4268,2,0,0,3072,1536,0,18424,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:27:00 399 BST 2019,0,0,0,2,4272,0,0,4271,2,0,0,3072,1536,0,18424,10,1,7,3,53248,0,0,0,-1,0,-1,0,0
Tue Sep 03 15:27:30 401 BST 2019,0,0,0,2,4275,0,0,4274,2,0,0,3072,1536,0,18424,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:28:00 405 BST 2019,0,0,0,2,4278,0,0,4277,2,0,0,3072,1536,0,18424,10,1,7,3,53248,0,0,0,-1,0,-1,0,2
Tue Sep 03 15:28:30 410 BST 2019,0,0,0,2,4281,0,0,4280,2,0,0,3072,1536,0,18424,10,1,7,3,53248,0,0,0,-1,0,-1,0,3
